iter	Passed	Remaining
500	19232	364657
501	19274	364685
502	19314	364667
503	19365	364872
504	19413	365003
505	19459	365106
506	19495	365029
507	19532	364961
508	19585	365190
509	19622	365137
510	19671	365289
511	19725	365530
512	19772	365658
513	19812	365648
514	19871	365987
515	19924	366209
516	19964	366202
517	19995	366018
518	20026	365837
519	20055	365621
520	20087	365460
521	20191	366617
522	20224	366476
523	20255	366307
524	20291	366214
525	20321	366015
526	20352	365840
527	20386	365716
528	20420	365594
529	20447	365358
530	20480	365209
531	20512	365061
532	20541	364856
533	20570	364641
534	20611	364652
535	20640	364450
536	20670	364262
537	20699	364055
538	20728	363843
539	20758	363658
540	20787	363460
541	20820	363318
542	20852	363171
543	20883	362997
544	20913	362819
545	20941	362607
546	20972	362437
547	21000	362226
548	21029	362014
549	21057	361812
550	21084	361575
551	21116	361429
552	21149	361305
553	21179	361129
554	21213	361005
555	21241	360799
556	21270	360602
557	21298	360395
558	21324	360149
559	21353	359956
560	21380	359740
561	21408	359531
562	21440	359381
563	21468	359176
564	21496	358966
565	21521	358717
566	21551	358552
567	21580	358351
568	21608	358148
569	21636	357951
570	21663	357735
571	21693	357559
572	21723	357399
573	21753	357226
574	21783	357065
575	21812	356884
576	21842	356710
577	21873	356568
578	21900	356345
579	21926	356112
580	21953	355901
581	21979	355675
582	22011	355536
583	22037	355317
584	22064	355112
585	22091	354898
586	22120	354719
587	22149	354541
588	22190	354560
589	22226	354488
590	22253	354281
591	22285	354157
592	22317	354028
593	22344	353832
594	22370	353612
595	22400	353439
596	22427	353237
597	22454	353044
598	22483	352870
599	22509	352647
600	22536	352445
601	22563	352249
602	22594	352104
603	22622	351914
604	22651	351756
605	22681	351596
606	22711	351452
607	22737	351241
608	22767	351090
609	22797	350932
610	22832	350855
611	22882	351019
612	22919	350967
613	22950	350830
614	22980	350689
615	23013	350584
616	23040	350380
617	23067	350196
618	23105	350167
619	23136	350025
620	23167	349905
621	23198	349772
622	23233	349695
623	23263	349552
624	23295	349428
625	23325	349282
626	23356	349151
627	23386	349009
628	23413	348818
629	23441	348647
630	23468	348459
631	23499	348332
632	23534	348258
633	23564	348113
634	23597	348017
635	23631	347940
636	23659	347757
637	23696	347720
638	23738	347755
639	23771	347653
640	23805	347572
641	23838	347484
642	23869	347348
643	23904	347285
644	23935	347155
645	23965	347020
646	23995	346877
647	24025	346736
648	24054	346578
649	24087	346484
650	24120	346389
651	24149	346237
652	24176	346064
653	24211	345997
654	24243	345884
655	24269	345688
656	24327	345950
657	24356	345804
658	24383	345623
659	24413	345483
660	24443	345351
661	24473	345222
662	24513	345224
663	24541	345063
664	24573	344954
665	24609	344901
666	24643	344820
667	24676	344737
668	24710	344656
669	24741	344529
670	24771	344396
671	24802	344284
672	24832	344152
673	24864	344038
674	24891	343867
675	24919	343709
676	24957	343695
677	24985	343537
678	25015	343406
679	25049	343325
680	25080	343208
681	25110	343074
682	25142	342973
683	25173	342860
684	25204	342748
685	25238	342670
686	25266	342517
687	25300	342444
688	25338	342416
689	25367	342281
690	25395	342126
691	25426	342007
692	25453	341841
693	25479	341658
694	25516	341621
695	25546	341496
696	25577	341390
697	25608	341276
698	25641	341192
699	25675	341117
700	25710	341064
701	25741	340943
702	25773	340850
703	25801	340702
704	25833	340605
705	25862	340455
706	25891	340324
707	25923	340234
708	25953	340109
709	25984	339990
710	26016	339893
711	26045	339759
712	26077	339668
713	26106	339529
714	26139	339452
715	26173	339379
716	26206	339294
717	26241	339234
718	26270	339104
719	26301	339003
720	26332	338890
721	26360	338737
722	26388	338598
723	26426	338576
724	26455	338448
725	26483	338303
726	26511	338157
727	26539	338017
728	26567	337872
729	26596	337733
730	26625	337612
731	26654	337475
732	26689	337429
733	26727	337405
734	26760	337327
735	26792	337231
736	26824	337148
737	26853	337016
738	26882	336881
739	26907	336713
740	26966	336958
741	26993	336797
742	27029	336756
743	27058	336634
744	27090	336536
745	27118	336401
746	27144	336239
747	27170	336077
748	27203	335989
749	27236	335916
750	27264	335780
751	27295	335675
752	27320	335498
753	27345	335331
754	27374	335206
755	27404	335088
756	27432	334947
757	27462	334835
758	27490	334700
759	27515	334529
760	27547	334445
761	27576	334323
762	27604	334186
763	27638	334125
764	27665	333978
765	27693	333837
766	27725	333752
767	27750	333589
768	27782	333493
769	27821	333502
770	27854	333428
771	27883	333305
772	27915	333219
773	27944	333095
774	27977	333020
775	28010	332945
776	28036	332795
777	28069	332715
778	28096	332580
779	28128	332488
780	28172	332552
781	28223	332686
782	28265	332720
783	28301	332690
784	28335	332624
785	28370	332575
786	28397	332428
787	28423	332282
788	28451	332151
789	28482	332050
790	28515	331987
791	28552	331953
792	28583	331867
793	28619	331830
794	28649	331721
795	28681	331643
796	28709	331506
797	28765	331708
798	28810	331766
799	28844	331708
800	28874	331602
801	28902	331479
802	28930	331352
803	28960	331243
804	28988	331117
805	29016	330988
806	29056	330996
807	29092	330958
808	29128	330930
809	29162	330863
810	29196	330808
811	29228	330732
812	29260	330649
813	29291	330555
814	29320	330445
815	29355	330390
816	29391	330353
817	29423	330279
818	29454	330187
819	29479	330028
820	29505	329882
821	29540	329833
822	29569	329724
823	29604	329669
824	29632	329553
825	29664	329467
826	29694	329364
827	29727	329296
828	29761	329239
829	29793	329159
830	29825	329089
831	29853	328958
832	29885	328882
833	29917	328804
834	29953	328768
835	29986	328707
836	30054	329015
837	30080	328879
838	30109	328763
839	30141	328683
840	30171	328585
841	30202	328502
842	30234	328420
843	30266	328338
844	30298	328259
845	30329	328180
846	30363	328123
847	30399	328085
848	30427	327959
849	30457	327868
850	30486	327755
851	30520	327705
852	30550	327604
853	30579	327497
854	30612	327426
855	30646	327373
856	30674	327253
857	30708	327199
858	30745	327172
859	30777	327104
860	30810	327036
861	30842	326962
862	30874	326887
863	30907	326817
864	30939	326744
865	30966	326610
866	30997	326525
867	31025	326413
868	31053	326290
869	31088	326252
870	31121	326187
871	31153	326109
872	31182	326001
873	31216	325954
874	31246	325853
875	31272	325716
876	31305	325652
877	31330	325506
878	31357	325387
879	31384	325261
880	31412	325141
881	31440	325026
882	31474	324973
883	31503	324868
884	31531	324756
885	31559	324639
886	31590	324556
887	31613	324396
888	31642	324290
889	31671	324188
890	31700	324089
891	31728	323974
892	31759	323892
893	31786	323770
894	31816	323672
895	31849	323613
896	31882	323556
897	31909	323425
898	31940	323352
899	31974	323302
900	32005	323212
901	32046	323231
902	32083	323218
903	32115	323142
904	32152	323127
905	32184	323053
906	32209	322909
907	32236	322795
908	32266	322698
909	32294	322586
910	32322	322481
911	32352	322392
912	32392	322399
913	32422	322312
914	32455	322244
915	32485	322158
916	32520	322117
917	32556	322088
918	32605	322187
919	32640	322150
920	32685	322208
921	32723	322194
922	32765	322227
923	32805	322231
924	32841	322201
925	32880	322203
926	32935	322358
927	32980	322413
928	33022	322443
929	33060	322432
930	33097	322407
931	33128	322323
932	33163	322289
933	33199	322253
934	33239	322260
935	33273	322210
936	33311	322203
937	33356	322259
938	33395	322253
939	33427	322188
940	33460	322126
941	33498	322108
942	33535	322087
943	33564	321991
944	33591	321877
945	33625	321828
946	33654	321727
947	33689	321689
948	33724	321642
949	33754	321557
950	33789	321519
951	33824	321477
952	33853	321375
953	33881	321269
954	33907	321141
955	33940	321089
956	33966	320963
957	33995	320866
958	34026	320784
959	34055	320693
960	34090	320648
961	34120	320563
962	34152	320492
963	34184	320429
964	34216	320361
965	34249	320302
966	34280	320223
967	34312	320151
968	34342	320065
969	34375	320010
970	34407	319941
971	34439	319873
972	34473	319832
973	34510	319805
974	34537	319696
975	34563	319573
976	34592	319480
977	34621	319383
978	34653	319312
979	34682	319224
980	34715	319163
981	34744	319070
982	34776	319005
983	34802	318878
984	34833	318809
985	34860	318689
986	34890	318608
987	34918	318509
988	34949	318435
989	34977	318326
990	35010	318273
991	35039	318179
992	35066	318067
993	35094	317966
994	35125	317892
995	35156	317816
996	35193	317800
997	35227	317756
998	35269	317776
999	35296	317664
1000	35327	317598
1001	35364	317570
1002	35391	317467
1003	35423	317402
1004	35452	317309
1005	35484	317246
1006	35514	317163
1007	35545	317091
1008	35580	317047
1009	35608	316947
1010	35645	316928
1011	35682	316908
1012	35709	316802
1013	35737	316706
1014	35764	316597
1015	35798	316550
1016	35824	316429
1017	35855	316359
1018	35881	316244
1019	35907	316124
1020	35933	316007
1021	35958	315882
1022	35995	315863
1023	36029	315819
1024	36058	315733
1025	36088	315654
1026	36118	315572
1027	36148	315494
1028	36176	315394
1029	36205	315307
1030	36233	315210
1031	36264	315137
1032	36290	315019
1033	36317	314917
1034	36354	314896
1035	36384	314815
1036	36417	314766
1037	36449	314698
1038	36481	314641
1039	36513	314582
1040	36544	314510
1041	36577	314451
1042	36602	314335
1043	36632	314253
1044	36656	314125
1045	36685	314034
1046	36712	313934
1047	36745	313883
1048	36773	313784
1049	36802	313695
1050	36828	313585
1051	36861	313530
1052	36887	313421
1053	36915	313330
1054	36944	313239
1055	36970	313129
1056	37000	313053
1057	37031	312981
1058	37061	312904
1059	37091	312828
1060	37120	312740
1061	37149	312655
1062	37173	312533
1063	37199	312420
1064	37231	312361
1065	37260	312272
1066	37287	312175
1067	37318	312107
1068	37346	312009
1069	37372	311901
1070	37403	311832
1071	37438	311803
1072	37477	311802
1073	37511	311761
1074	37548	311742
1075	37582	311693
1076	37617	311665
1077	37649	311605
1078	37678	311517
1079	37707	311433
1080	37737	311364
1081	37767	311287
1082	37799	311225
1083	37831	311170
1084	37861	311096
1085	37898	311072
1086	37935	311059
1087	38001	311277
1088	38050	311358
1089	38090	311359
1090	38161	311626
1091	38217	311760
1092	38248	311689
1093	38286	311681
1094	38321	311644
1095	38356	311608
1096	38395	311612
1097	38430	311572
1098	38470	311579
1099	38500	311505
1100	38543	311534
1101	38588	311578
1102	38622	311536
1103	38658	311505
1104	38690	311449
1105	38733	311480
1106	38795	311662
1107	38866	311915
1108	38924	312064
1109	38973	312137
1110	39013	312141
1111	39044	312071
1112	39077	312027
1113	39108	311956
1114	39144	311924
1115	39173	311845
1116	39203	311770
1117	39251	311833
1118	39282	311769
1119	39313	311700
1120	39342	311617
1121	39371	311534
1122	39405	311488
1123	39438	311440
1124	39465	311338
1125	39497	311282
1126	39533	311253
1127	39565	311193
1128	39593	311097
1129	39624	311035
1130	39654	310963
1131	39690	310935
1132	39730	310936
1133	39763	310884
1134	39797	310839
1135	39831	310794
1136	39861	310721
1137	39889	310634
1138	39928	310631
1139	39959	310562
1140	39991	310507
1141	40034	310526
1142	40058	310412
1143	40088	310336
1144	40126	310324
1145	40179	310430
1146	40211	310367
1147	40248	310348
1148	40277	310263
1149	40310	310218
1150	40342	310160
1151	40372	310081
1152	40403	310019
1153	40437	309973
1154	40473	309947
1155	40504	309880
1156	40533	309800
1157	40562	309719
1158	40595	309665
1159	40621	309563
1160	40659	309551
1161	40693	309511
1162	40725	309447
1163	40755	309375
1164	40788	309330
1165	40828	309332
1166	40861	309282
1167	40895	309235
1168	40924	309155
1169	40955	309094
1170	40987	309031
1171	41022	309001
1172	41079	309128
1173	41109	309059
1174	41139	308983
1175	41176	308966
1176	41210	308922
1177	41238	308832
1178	41265	308738
1179	41294	308658
1180	41321	308564
1181	41352	308498
1182	41385	308452
1183	41419	308409
1184	41458	308403
1185	41492	308358
1186	41525	308312
1187	41560	308275
1188	41594	308236
1189	41628	308189
1190	41668	308189
1191	41705	308175
1192	41746	308181
1193	41785	308179
1194	41822	308159
1195	41873	308236
1196	41930	308366
1197	41966	308340
1198	42007	308346
1199	42041	308307
1200	42075	308264
1201	42105	308192
1202	42143	308174
1203	42173	308106
1204	42208	308072
1205	42245	308047
1206	42274	307969
1207	42306	307916
1208	42340	307872
1209	42371	307809
1210	42404	307757
1211	42436	307699
1212	42467	307635
1213	42501	307591
1214	42526	307483
1215	42590	307660
1216	42625	307624
1217	42654	307547
1218	42687	307495
1219	42721	307452
1220	42754	307404
1221	42786	307346
1222	42819	307300
1223	42847	307212
1224	42882	307181
1225	42926	307208
1226	42958	307148
1227	42985	307058
1228	43015	306992
1229	43045	306919
1230	43079	306876
1231	43110	306813
1232	43146	306781
1233	43216	306999
1234	43276	307140
1235	43333	307260
1236	43381	307315
1237	43414	307267
1238	43446	307211
1239	43476	307141
1240	43511	307105
1241	43546	307070
1242	43574	306985
1243	43605	306919
1244	43640	306886
1245	43681	306891
1246	43712	306832
1247	43744	306774
1248	43774	306700
1249	43805	306636
1250	43840	306604
1251	43875	306565
1252	43916	306575
1253	43956	306573
1254	43991	306539
1255	44032	306547
1256	44076	306569
1257	44112	306541
1258	44146	306500
1259	44180	306455
1260	44214	306414
1261	44247	306365
1262	44282	306333
1263	44314	306273
1264	44343	306199
1265	44380	306173
1266	44407	306087
1267	44455	306137
1268	44517	306286
1269	44609	306645
1270	44645	306619
1271	44697	306696
1272	44745	306749
1273	44785	306751
1274	44827	306760
1275	44860	306712
1276	44897	306688
1277	44932	306650
1278	44968	306623
1279	45000	306565
1280	45038	306552
1281	45072	306507
1282	45104	306453
1283	45140	306421
1284	45183	306440
1285	45221	306423
1286	45265	306448
1287	45298	306400
1288	45340	306408
1289	45387	306452
1290	45424	306432
1291	45456	306376
1292	45492	306343
1293	45533	306350
1294	45564	306282
1295	45594	306213
1296	45621	306127
1297	45655	306082
1298	45686	306017
1299	45717	305953
1300	45753	305923
1301	45778	305821
1302	45807	305748
1303	45835	305660
1304	45867	305608
1305	45902	305572
1306	45929	305483
1307	45958	305406
1308	45985	305317
1309	46010	305216
1310	46042	305156
1311	46072	305090
1312	46098	304996
1313	46126	304914
1314	46148	304787
1315	46181	304743
1316	46209	304662
1317	46239	304592
1318	46268	304514
1319	46293	304412
1320	46318	304313
1321	46344	304220
1322	46371	304131
1323	46397	304039
1324	46427	303965
1325	46455	303887
1326	46485	303817
1327	46513	303736
1328	46545	303687
1329	46575	303613
1330	46609	303571
1331	46653	303598
1332	46692	303585
1333	46723	303527
1334	46759	303497
1335	46788	303424
1336	46815	303337
1337	46840	303239
1338	46863	303124
1339	46890	303035
1340	46924	302995
1341	46946	302881
1342	46975	302804
1343	47006	302742
1344	47033	302660
1345	47064	302600
1346	47094	302529
1347	47126	302474
1348	47162	302447
1349	47188	302354
1350	47219	302293
1351	47261	302308
1352	47289	302223
1353	47312	302112
1354	47339	302032
1355	47369	301962
1356	47400	301900
1357	47431	301840
1358	47457	301753
1359	47483	301659
1360	47510	301576
1361	47536	301483
1362	47563	301401
1363	47591	301320
1364	47628	301295
1365	47667	301291
1366	47696	301220
1367	47730	301175
1368	47762	301126
1369	47804	301133
1370	47847	301152
1371	47893	301185
1372	47926	301140
1373	47963	301115
1374	47989	301027
1375	48019	300958
1376	48054	300925
1377	48091	300900
1378	48130	300896
1379	48165	300861
1380	48205	300853
1381	48237	300804
1382	48265	300723
1383	48295	300662
1384	48328	300613
1385	48364	300586
1386	48401	300566
1387	48435	300521
1388	48468	300478
1389	48496	300401
1390	48525	300328
1391	48556	300268
1392	48584	300191
1393	48618	300151
1394	48650	300096
1395	48677	300014
1396	48708	299954
1397	48740	299906
1398	48777	299879
1399	48813	299856
1400	48841	299775
1401	48867	299690
1402	48898	299628
1403	48925	299549
1404	48957	299492
1405	49001	299513
1406	49036	299483
1407	49065	299410
1408	49100	299374
1409	49140	299376
1410	49176	299345
1411	49213	299321
1412	49243	299257
1413	49310	299421
1414	49346	299392
1415	49377	299333
1416	49404	299248
1417	49432	299171
1418	49464	299121
1419	49501	299098
1420	49530	299027
1421	49563	298982
1422	49590	298905
1423	49625	298868
1424	49662	298845
1425	49689	298764
1426	49724	298731
1427	49762	298712
1428	49795	298666
1429	49833	298651
1430	49862	298582
1431	49897	298546
1432	49927	298485
1433	49965	298468
1434	49995	298406
1435	50022	298321
1436	50052	298262
1437	50087	298223
1438	50124	298203
1439	50153	298136
1440	50183	298070
1441	50221	298057
1442	50255	298013
1443	50290	297980
1444	50330	297978
1445	50359	297906
1446	50399	297904
1447	50432	297858
1448	50464	297807
1449	50503	297795
1450	50535	297742
1451	50569	297708
1452	50602	297661
1453	50643	297659
1454	50682	297650
1455	50716	297613
1456	50749	297562
1457	50778	297494
1458	50811	297451
1459	50851	297443
1460	50879	297370
1461	50922	297384
1462	50981	297492
1463	51035	297570
1464	51084	297615
1465	51134	297669
1466	51173	297657
1467	51207	297619
1468	51255	297659
1469	51291	297633
1470	51332	297628
1471	51367	297595
1472	51413	297625
1473	51452	297611
1474	51483	297558
1475	51520	297533
1476	51546	297450
1477	51614	297603
1478	51654	297600
1479	51692	297582
1480	51731	297571
1481	51772	297571
1482	51805	297524
1483	51843	297508
1484	51880	297480
1485	51921	297483
1486	51961	297479
1487	51994	297432
1488	52019	297340
1489	52050	297283
1490	52081	297225
1491	52120	297211
1492	52156	297186
1493	52183	297103
1494	52224	297106
1495	52277	297168
1496	52316	297161
1497	52348	297109
1498	52382	297065
1499	52415	297018
1500	52448	296973
1501	52476	296903
1502	52505	296830
1503	52535	296768
1504	52568	296723
1505	52601	296675
1506	52643	296680
1507	52676	296635
1508	52742	296779
1509	52770	296705
1510	52801	296646
1511	52831	296585
1512	52865	296542
1513	52901	296511
1514	52933	296463
1515	52959	296379
1516	52985	296295
1517	53016	296235
1518	53050	296197
1519	53077	296115
1520	53113	296089
1521	53144	296030
1522	53169	295941
1523	53202	295894
1524	53235	295849
1525	53274	295838
1526	53303	295768
1527	53330	295692
1528	53359	295626
1529	53391	295573
1530	53415	295478
1531	53440	295389
1532	53471	295329
1533	53501	295272
1534	53523	295163
1535	53558	295130
1536	53589	295072
1537	53621	295023
1538	53650	294953
1539	53678	294882
1540	53714	294854
1541	53745	294798
1542	53777	294745
1543	53805	294677
1544	53839	294637
1545	53868	294571
1546	53903	294535
1547	53931	294461
1548	53974	294473
1549	54034	294577
1550	54067	294529
1551	54101	294488
1552	54139	294474
1553	54166	294393
1554	54193	294319
1555	54221	294244
1556	54253	294197
1557	54283	294136
1558	54312	294070
1559	54345	294021
1560	54379	293983
1561	54406	293906
1562	54442	293880
1563	54478	293849
1564	54505	293770
1565	54529	293681
1566	54556	293605
1567	54590	293564
1568	54623	293520
1569	54656	293472
1570	54686	293410
1571	54712	293331
1572	54737	293241
1573	54767	293182
1574	54799	293132
1575	54834	293101
1576	54870	293072
1577	54898	292999
1578	54926	292930
1579	54962	292901
1580	54988	292822
1581	55035	292849
1582	55067	292801
1583	55098	292743
1584	55133	292712
1585	55167	292674
1586	55202	292639
1587	55242	292630
1588	55269	292557
1589	55304	292524
1590	55337	292475
1591	55367	292418
1592	55397	292359
1593	55428	292305
1594	55465	292281
1595	55493	292212
1596	55523	292152
1597	55559	292120
1598	55586	292047
1599	55617	291992
1600	55649	291944
1601	55681	291894
1602	55710	291829
1603	55744	291792
1604	55773	291725
1605	55804	291669
1606	55850	291694
1607	55883	291650
1608	55907	291562
1609	55948	291560
1610	55987	291543
1611	56016	291479
1612	56051	291449
1613	56080	291380
1614	56115	291350
1615	56154	291334
1616	56188	291296
1617	56226	291278
1618	56267	291276
1619	56301	291239
1620	56334	291194
1621	56369	291163
1622	56399	291100
1623	56440	291097
1624	56472	291052
1625	56502	290992
1626	56537	290957
1627	56564	290885
1628	56602	290865
1629	56630	290796
1630	56660	290738
1631	56694	290700
1632	56727	290653
1633	56769	290658
1634	56799	290597
1635	56826	290523
1636	56858	290472
1637	56890	290424
1638	56932	290426
1639	56963	290374
1640	56992	290310
1641	57022	290254
1642	57050	290183
1643	57081	290130
1644	57120	290118
1645	57152	290068
1646	57188	290038
1647	57224	290011
1648	57286	290114
1649	57313	290039
1650	57346	289998
1651	57376	289939
1652	57412	289910
1653	57448	289880
1654	57481	289838
1655	57509	289772
1656	57547	289749
1657	57582	289717
1658	57617	289683
1659	57651	289646
1660	57681	289589
1661	57721	289577
1662	57752	289526
1663	57782	289467
1664	57818	289439
1665	57850	289393
