iter	Passed	Remaining
1666	57882	289341
1667	57909	289268
1668	57946	289245
1669	57978	289200
1670	58007	289133
1671	58030	289042
1672	58062	288996
1673	58091	288931
1674	58115	288843
1675	58141	288766
1676	58178	288739
1677	58212	288705
1678	58249	288681
1679	58285	288651
1680	58316	288599
1681	58348	288553
1682	58388	288540
1683	58424	288512
1684	58457	288472
1685	58486	288410
1686	58515	288345
1687	58545	288285
1688	58580	288255
1689	58615	288220
1690	58648	288176
1691	58679	288124
1692	58723	288134
1693	58751	288068
1694	58778	287996
1695	58808	287942
1696	58838	287879
1697	58881	287885
1698	58909	287820
1699	58945	287792
1700	58975	287737
1701	59011	287706
1702	59048	287684
1703	59089	287678
1704	59123	287639
1705	59156	287600
1706	59189	287556
1707	59223	287517
1708	59256	287475
1709	59282	287400
1710	59325	287404
1711	59376	287448
1712	59417	287445
1713	59461	287456
1714	59509	287486
1715	59556	287509
1716	59593	287487
1717	59625	287439
1718	59664	287422
1719	59695	287372
1720	59740	287384
1721	59781	287379
1722	59818	287358
1723	59862	287365
1724	59904	287370
1725	59947	287372
1726	59981	287335
1727	60016	287299
1728	60065	287336
1729	60102	287310
1730	60142	287299
1731	60173	287249
1732	60206	287206
1733	60243	287179
1734	60322	287355
1735	60365	287363
1736	60399	287325
1737	60435	287294
1738	60463	287225
1739	60497	287190
1740	60529	287143
1741	60558	287076
1742	60584	287004
1743	60610	286925
1744	60644	286886
1745	60684	286876
1746	60736	286927
1747	60785	286956
1748	60820	286923
1749	60848	286858
1750	60880	286811
1751	60921	286805
1752	60958	286777
1753	61002	286790
1754	61036	286750
1755	61074	286729
1756	61108	286690
1757	61141	286648
1758	61170	286588
1759	61205	286551
1760	61232	286484
1761	61263	286427
1762	61295	286381
1763	61329	286342
1764	61356	286271
1765	61389	286230
1766	61425	286201
1767	61460	286166
1768	61489	286103
1769	61512	286016
1770	61547	285980
1771	61584	285960
1772	61625	285951
1773	61652	285883
1774	61681	285820
1775	61716	285784
1776	61752	285758
1777	61776	285674
1778	61811	285637
1779	61837	285563
1780	61864	285493
1781	61891	285422
1782	61920	285364
1783	61951	285310
1784	61980	285247
1785	62006	285175
1786	62045	285158
1787	62074	285099
1788	62120	285115
1789	62154	285075
1790	62196	285075
1791	62232	285046
1792	62267	285014
1793	62300	284971
1794	62326	284894
1795	62359	284853
1796	62393	284816
1797	62437	284821
1798	62476	284809
1799	62517	284800
1800	62553	284772
1801	62589	284744
1802	62634	284755
1803	62667	284713
1804	62700	284671
1805	62735	284638
1806	62770	284601
1807	62805	284568
1808	62831	284494
1809	62868	284472
1810	62898	284414
1811	62929	284364
1812	62967	284341
1813	63030	284436
1814	63101	284564
1815	63167	284670
1816	63226	284747
1817	63258	284698
1818	63287	284635
1819	63312	284558
1820	63365	284603
1821	63393	284541
1822	63432	284525
1823	63460	284459
1824	63496	284430
1825	63532	284401
1826	63564	284351
1827	63604	284340
1828	63631	284273
1829	63665	284235
1830	63699	284194
1831	63737	284175
1832	63760	284087
1833	63789	284026
1834	63820	283977
1835	63850	283921
1836	63887	283895
1837	63925	283874
1838	63955	283817
1839	63993	283799
1840	64021	283733
1841	64060	283714
1842	64105	283728
1843	64139	283687
1844	64173	283651
1845	64199	283576
1846	64231	283528
1847	64264	283484
1848	64297	283443
1849	64337	283433
1850	64365	283366
1851	64396	283315
1852	64423	283245
1853	64460	283224
1854	64493	283182
1855	64520	283112
1856	64546	283039
1857	64579	282994
1858	64609	282939
1859	64647	282919
1860	64694	282940
1861	64723	282880
1862	64754	282827
1863	64790	282797
1864	64819	282738
1865	64855	282706
1866	64894	282690
1867	64924	282639
1868	64949	282557
1869	64980	282508
1870	65017	282483
1871	65053	282454
1872	65092	282436
1873	65119	282371
1874	65164	282380
1875	65218	282427
1876	65261	282427
1877	65304	282428
1878	65361	282489
1879	65414	282534
1880	65454	282524
1881	65500	282536
1882	65536	282505
1883	65582	282520
1884	65615	282477
1885	65655	282466
1886	65698	282466
1887	65739	282458
1888	65778	282440
1889	65819	282432
1890	65857	282410
1891	65943	282595
1892	65987	282600
1893	66023	282568
1894	66069	282580
1895	66108	282563
1896	66154	282579
1897	66193	282561
1898	66237	282566
1899	66292	282613
1900	66342	282644
1901	66384	282642
1902	66423	282623
1903	66454	282571
1904	66493	282554
1905	66530	282526
1906	66578	282547
1907	66620	282543
1908	66646	282471
1909	66682	282439
1910	66721	282422
1911	66757	282390
1912	66799	282386
1913	66844	282394
1914	66876	282347
1915	66913	282322
1916	66943	282266
1917	66971	282203
1918	67006	282168
1919	67038	282119
1920	67073	282087
1921	67102	282025
1922	67138	281996
1923	67168	281938
1924	67201	281898
1925	67237	281868
1926	67269	281817
1927	67300	281767
1928	67328	281703
1929	67356	281640
1930	67389	281598
1931	67424	281563
1932	67459	281527
1933	67501	281522
1934	67530	281463
1935	67560	281408
1936	67590	281352
1937	67625	281317
1938	67666	281308
1939	67722	281364
1940	67765	281361
1941	67800	281326
1942	67831	281273
1943	67861	281219
1944	67893	281173
1945	67926	281130
1946	67956	281074
1947	67987	281023
1948	68028	281016
1949	68063	280979
1950	68091	280915
1951	68123	280868
1952	68156	280828
1953	68186	280771
1954	68218	280724
1955	68247	280664
1956	68275	280603
1957	68304	280542
1958	68335	280493
1959	68378	280490
1960	68415	280465
1961	68445	280411
1962	68473	280347
1963	68503	280291
1964	68537	280255
1965	68565	280191
1966	68601	280160
1967	68636	280124
1968	68663	280058
1969	68698	280023
1970	68733	279990
1971	68759	279919
1972	68792	279875
1973	68817	279801
1974	68877	279870
1975	68902	279795
1976	68940	279770
1977	68970	279718
1978	69003	279673
1979	69034	279622
1980	69072	279601
1981	69109	279578
1982	69151	279571
1983	69181	279516
1984	69210	279455
1985	69240	279402
1986	69270	279348
1987	69307	279320
1988	69344	279296
1989	69377	279252
1990	69410	279210
1991	69442	279164
1992	69474	279118
1993	69500	279048
1994	69529	278990
1995	69568	278969
1996	69593	278897
1997	69624	278847
1998	69658	278807
1999	69686	278747
2000	69721	278713
2001	69756	278676
2002	69784	278616
2003	69816	278567
2004	69878	278644
2005	69920	278638
2006	69953	278593
2007	69997	278594
2008	70033	278565
2009	70065	278519
2010	70104	278498
2011	70136	278452
2012	70172	278422
2013	70206	278386
2014	70238	278340
2015	70265	278273
2016	70296	278221
2017	70322	278153
2018	70353	278104
2019	70422	278204
2020	70512	278388
2021	70564	278417
2022	70647	278575
2023	70695	278590
2024	70734	278570
2025	70769	278538
2026	70802	278496
2027	70840	278470
2028	70874	278431
2029	70910	278403
2030	70945	278367
2031	70988	278364
2032	71027	278344
2033	71063	278313
2034	71096	278272
2035	71129	278229
2036	71166	278203
2037	71206	278187
2038	71250	278189
2039	71285	278154
2040	71328	278150
2041	71366	278128
2042	71408	278120
2043	71461	278153
2044	71516	278196
2045	71560	278196
2046	71611	278226
2047	71656	278228
2048	71694	278205
2049	71731	278179
2050	71762	278125
2051	71799	278099
2052	71835	278071
2053	71868	278027
2054	71902	277987
2055	71935	277947
2056	71970	277910
2057	71999	277853
2058	72030	277801
2059	72064	277764
2060	72098	277723
2061	72127	277667
2062	72158	277615
2063	72196	277594
2064	72232	277562
2065	72268	277529
2066	72303	277496
2067	72340	277470
2068	72378	277446
2069	72414	277413
2070	72443	277354
2071	72474	277304
2072	72504	277250
2073	72544	277236
2074	72578	277199
2075	72620	277191
2076	72654	277152
2077	72683	277093
2078	72712	277034
2079	72745	276990
2080	72777	276945
2081	72815	276923
2082	72850	276887
2083	72883	276846
2084	72921	276820
2085	72957	276792
2086	72983	276722
2087	73009	276654
2088	73051	276643
2089	73095	276642
2090	73134	276622
2091	73173	276605
2092	73215	276595
2093	73248	276552
2094	73282	276514
2095	73312	276459
2096	73338	276390
2097	73368	276337
2098	73394	276270
2099	73422	276207
2100	73455	276164
2101	73486	276117
2102	73526	276098
2103	73558	276055
2104	73591	276009
2105	73623	275966
2106	73653	275910
2107	73687	275874
2108	73759	275976
2109	73804	275981
2110	73843	275958
2111	73876	275919
2112	73911	275884
2113	73944	275840
2114	73974	275788
2115	74001	275721
2116	74030	275665
2117	74061	275614
2118	74095	275575
2119	74133	275551
2120	74171	275530
2121	74209	275504
2122	74241	275459
2123	74273	275413
2124	74309	275382
2125	74339	275330
2126	74371	275283
2127	74400	275224
2128	74432	275180
2129	74466	275141
2130	74494	275079
2131	74522	275021
2132	74549	274956
2133	74582	274912
2134	74609	274851
2135	74641	274802
2136	74673	274756
2137	74701	274696
2138	74733	274653
2139	74763	274597
2140	74791	274539
2141	74824	274495
2142	74859	274460
2143	74882	274384
2144	74912	274329
2145	74945	274286
2146	74970	274215
2147	75003	274174
2148	75040	274146
2149	75070	274095
2150	75099	274038
2151	75133	274000
2152	75170	273974
2153	75199	273915
2154	75228	273858
2155	75258	273808
2156	75284	273740
2157	75313	273683
2158	75340	273621
2159	75369	273563
2160	75395	273495
2161	75423	273437
2162	75462	273414
2163	75501	273397
2164	75535	273359
2165	75720	273866
2166	75784	273935
2167	75833	273953
2168	75901	274034
2169	75943	274025
2170	75992	274040
2171	76023	273992
2172	76082	274043
2173	76116	274005
2174	76148	273959
2175	76198	273977
2176	76227	273922
2177	76262	273886
2178	76294	273839
2179	76337	273833
2180	76379	273823
2181	76428	273840
2182	76466	273815
2183	76497	273766
2184	76534	273739
2185	76576	273727
2186	76608	273682
2187	76637	273625
2188	76675	273599
2189	76706	273550
2190	76737	273503
2191	76784	273509
2192	76818	273470
2193	76854	273440
2194	76888	273400
2195	76925	273373
2196	76963	273347
2197	77000	273319
2198	77040	273301
2199	77076	273272
2200	77117	273256
2201	77159	273246
2202	77201	273238
2203	77241	273217
2204	77280	273197
2205	77316	273165
2206	77353	273137
2207	77388	273102
2208	77424	273070
2209	77460	273040
2210	77498	273015
2211	77541	273006
2212	77579	272983
2213	77615	272951
2214	77652	272923
2215	77698	272927
2216	77730	272882
2217	77771	272865
2218	77801	272814
2219	77849	272825
2220	77891	272811
2221	77927	272780
2222	77957	272728
2223	77993	272696
2224	78023	272643
2225	78057	272606
2226	78087	272553
2227	78120	272509
2228	78149	272454
2229	78182	272413
2230	78217	272375
2231	78258	272361
2232	78290	272316
2233	78323	272275
2234	78360	272244
2235	78395	272208
2236	78424	272155
2237	78463	272131
2238	78493	272080
2239	78520	272019
2240	78551	271969
2241	78581	271916
2242	78614	271872
2243	78643	271818
2244	78678	271782
2245	78720	271771
2246	78757	271742
2247	78792	271708
2248	78830	271681
2249	78859	271627
2250	78893	271589
2251	78928	271552
2252	78959	271504
2253	78987	271443
2254	79016	271387
2255	79050	271350
2256	79085	271315
2257	79113	271256
2258	79144	271208
2259	79179	271171
2260	79211	271127
2261	79242	271076
2262	79276	271038
2263	79315	271019
2264	79344	270963
2265	79377	270920
2266	79406	270864
2267	79436	270811
2268	79463	270750
2269	79500	270721
2270	79529	270666
2271	79561	270620
2272	79595	270584
2273	79631	270551
2274	79662	270501
2275	79693	270452
2276	79730	270424
2277	79762	270379
2278	79805	270370
2279	79862	270409
2280	79894	270367
2281	79925	270317
2282	79955	270265
2283	79994	270243
2284	80023	270188
2285	80053	270137
2286	80082	270080
2287	80111	270026
2288	80138	269965
2289	80177	269941
2290	80212	269906
2291	80248	269876
2292	80284	269843
2293	80321	269817
2294	80353	269772
2295	80391	269746
2296	80424	269704
2297	80459	269670
2298	80493	269630
2299	80527	269593
2300	80560	269550
2301	80590	269499
2302	80620	269447
2303	80653	269403
2304	80682	269349
2305	80710	269293
2306	80742	269247
2307	80774	269200
2308	80804	269150
2309	80837	269108
2310	80875	269083
2311	80908	269041
2312	80941	269000
2313	80970	268945
2314	81003	268903
2315	81033	268850
2316	81063	268800
2317	81096	268758
2318	81125	268705
2319	81153	268646
2320	81186	268604
2321	81215	268550
2322	81244	268495
2323	81274	268444
2324	81307	268401
2325	81346	268381
2326	81385	268359
2327	81421	268327
2328	81452	268278
2329	81479	268216
2330	81514	268182
2331	81550	268150
2332	81578	268092
2333	81610	268049
2334	81646	268015
2335	81679	267975
2336	81707	267918
2337	81738	267870
2338	81770	267824
2339	81808	267800
2340	81840	267756
2341	81870	267704
2342	81909	267684
2343	81951	267672
2344	81988	267643
2345	82027	267621
2346	82069	267610
2347	82114	267606
2348	82151	267578
2349	82184	267537
2350	82216	267490
2351	82257	267477
2352	82300	267467
2353	82367	267536
2354	82420	267561
2355	82455	267525
2356	82505	267537
2357	82552	267542
2358	82600	267550
2359	82632	267505
2360	82670	267481
2361	82711	267463
2362	82745	267426
2363	82783	267399
2364	82823	267382
2365	82862	267359
2366	82892	267308
2367	82940	267315
2368	82971	267267
2369	83014	267256
2370	83056	267246
2371	83090	267205
2372	83130	267187
2373	83172	267174
2374	83209	267146
2375	83252	267136
2376	83292	267117
2377	83337	267114
2378	83379	267102
2379	83418	267080
2380	83460	267066
2381	83491	267019
2382	83520	266965
2383	83552	266918
2384	83581	266865
2385	83611	266813
2386	83634	266740
2387	83662	266682
2388	83691	266629
2389	83726	266594
2390	83759	266552
2391	83787	266494
2392	83815	266437
2393	83843	266380
2394	83872	266324
2395	83905	266283
2396	83939	266245
2397	83964	266179
2398	83992	266121
2399	84018	266058
2400	84050	266014
2401	84079	265961
2402	84114	265926
2403	84149	265889
2404	84191	265876
2405	84226	265843
2406	84254	265785
2407	84283	265732
2408	84312	265677
2409	84345	265636
2410	84373	265579
2411	84403	265527
2412	84429	265465
2413	84460	265417
2414	84489	265362
2415	84517	265307
2416	84546	265254
2417	84576	265203
2418	84607	265156
2419	84637	265104
2420	84671	265065
2421	84700	265011
2422	84726	264950
2423	84756	264900
2424	84787	264851
2425	84818	264803
2426	84844	264742
2427	84876	264697
2428	84908	264653
2429	84936	264597
2430	84964	264538
2431	84994	264488
2432	85022	264431
2433	85047	264365
2434	85075	264309
2435	85102	264249
2436	85128	264189
2437	85161	264146
2438	85195	264108
2439	85230	264074
2440	85257	264016
2441	85288	263966
2442	85315	263908
2443	85341	263846
2444	85368	263788
2445	85396	263730
2446	85427	263684
2447	85457	263634
2448	85490	263591
2449	85518	263535
2450	85547	263482
2451	85574	263423
2452	85607	263384
2453	85635	263327
2454	85670	263293
2455	85706	263262
2456	85745	263237
2457	85777	263195
2458	85815	263169
2459	85851	263137
2460	85879	263083
2461	85908	263028
2462	85945	263000
2463	85973	262945
2464	86008	262910
2465	86047	262887
2466	86080	262848
2467	86118	262820
2468	86149	262776
2469	86185	262743
2470	86218	262702
2471	86264	262702
2472	86298	262664
2473	86328	262615
2474	86355	262555
2475	86382	262496
2476	86416	262459
2477	86446	262410
2478	86489	262400
2479	86523	262361
2480	86548	262298
2481	86580	262253
2482	86610	262202
2483	86643	262162
2484	86673	262114
2485	86703	262063
2486	86733	262012
2487	86770	261985
2488	86799	261933
2489	86827	261876
2490	86859	261832
2491	86891	261789
2492	86923	261745
2493	86952	261694
2494	86983	261646
2495	87009	261586
2496	87042	261545
2497	87068	261484
2498	87102	261447
2499	87131	261395
2500	87164	261354
2501	87194	261303
2502	87219	261239
2503	87251	261196
2504	87287	261165
2505	87325	261140
2506	87357	261095
2507	87394	261066
2508	87433	261046
2509	87463	260996
2510	87491	260942
2511	87520	260887
2512	87554	260850
2513	87584	260801
2514	87616	260760
2515	87645	260708
2516	87677	260665
2517	87711	260626
2518	87744	260587
2519	87783	260563
2520	87817	260527
2521	87849	260483
2522	87880	260435
2523	87910	260388
2524	87937	260330
2525	87967	260280
2526	88008	260264
2527	88040	260222
2528	88071	260174
2529	88107	260143
2530	88140	260102
2531	88170	260055
2532	88202	260012
2533	88235	259969
2534	88263	259915
2535	88291	259860
2536	88325	259822
2537	88360	259790
2538	88391	259743
2539	88427	259712
2540	88455	259657
2541	88487	259614
2542	88525	259588
2543	88556	259543
2544	88591	259509
2545	88623	259465
2546	88656	259425
2547	88685	259373
2548	88713	259319
2549	88745	259276
2550	88777	259234
2551	88812	259199
2552	88847	259166
2553	88878	259119
2554	88916	259092
2555	88946	259044
2556	88981	259010
2557	89016	258974
2558	89045	258923
2559	89074	258871
2560	89106	258829
2561	89139	258790
2562	89174	258755
2563	89212	258731
2564	89248	258697
2565	89276	258643
2566	89312	258612
2567	89340	258559
2568	89368	258503
2569	89399	258459
2570	89432	258418
2571	89462	258369
2572	89493	258322
2573	89531	258297
2574	89560	258246
2575	89588	258194
2576	89617	258142
2577	89657	258121
2578	89684	258065
2579	89718	258028
2580	89757	258005
2581	89784	257948
2582	89812	257894
2583	89843	257848
2584	89872	257795
2585	89919	257796
2586	89965	257794
2587	89996	257748
2588	90025	257698
2589	90057	257655
2590	90086	257604
2591	90117	257558
2592	90155	257533
2593	90187	257490
2594	90216	257439
2595	90248	257394
2596	90281	257357
2597	90311	257307
2598	90348	257278
2599	90383	257244
2600	90415	257202
2601	90451	257171
2602	90482	257125
2603	90518	257095
2604	90549	257048
2605	90578	256997
2606	90608	256950
2607	90637	256899
2608	90670	256857
2609	90695	256797
2610	90725	256749
2611	90755	256699
2612	90784	256648
2613	90822	256622
2614	90854	256582
2615	90892	256556
2616	90925	256517
2617	90959	256479
2618	90990	256433
2619	91025	256399
2620	91054	256349
2621	91085	256303
2622	91115	256255
2623	91143	256203
2624	91176	256163
2625	91210	256126
2626	91245	256091
2627	91275	256045
2628	91312	256016
2629	91344	255971
2630	91370	255914
2631	91406	255881
2632	91432	255823
2633	91460	255771
2634	91487	255714
2635	91515	255660
2636	91545	255610
2637	91575	255563
2638	91614	255540
2639	91642	255487
2640	91677	255453
2641	91703	255396
2642	91735	255353
2643	91764	255302
2644	91792	255247
2645	91822	255202
2646	91849	255144
2647	91878	255093
2648	91904	255034
2649	91928	254970
2650	91955	254914
2651	91985	254866
2652	92017	254824
2653	92054	254798
2654	92083	254746
2655	92110	254691
2656	92139	254640
2657	92173	254602
2658	92207	254568
2659	92236	254516
2660	92269	254478
2661	92308	254454
2662	92338	254406
2663	92370	254365
2664	92410	254346
2665	92441	254302
2666	92472	254255
2667	92503	254210
2668	92530	254154
2669	92556	254097
2670	92582	254037
2671	92608	253979
2672	92635	253925
2673	92668	253885
2674	92700	253844
2675	92730	253795
2676	92757	253740
2677	92788	253695
2678	92827	253672
2679	92866	253649
2680	92894	253597
2681	92922	253544
2682	92960	253518
2683	92994	253481
2684	93033	253459
2685	93069	253429
2686	93099	253382
2687	93130	253338
2688	93167	253309
2689	93199	253267
2690	93225	253210
2691	93257	253165
2692	93293	253134
2693	93321	253083
2694	93356	253050
2695	93391	253015
2696	93423	252975
2697	93460	252946
2698	93490	252899
2699	93524	252863
2700	93557	252824
2701	93586	252774
2702	93616	252727
2703	93646	252678
2704	93679	252641
2705	93706	252586
2706	93738	252544
2707	93777	252519
2708	93807	252473
2709	93841	252436
2710	93869	252384
2711	93902	252345
2712	93925	252280
2713	93955	252233
2714	93982	252177
2715	94008	252119
2716	94036	252068
2717	94065	252018
2718	94095	251970
2719	94125	251923
2720	94152	251869
2721	94182	251823
2722	94213	251778
2723	94251	251752
2724	94280	251703
2725	94312	251661
2726	94348	251631
2727	94377	251580
2728	94405	251530
2729	94438	251491
2730	94464	251433
2731	94495	251389
2732	94525	251341
2733	94557	251299
2734	94588	251256
2735	94617	251206
2736	94647	251161
2737	94673	251101
2738	94706	251065
2739	94739	251026
2740	94775	250993
2741	94804	250944
2742	94839	250912
2743	94869	250863
2744	94899	250817
2745	94925	250761
2746	94955	250713
2747	94980	250654
2748	95009	250604
2749	95037	250554
2750	95074	250524
2751	95110	250493
2752	95141	250451
2753	95173	250408
2754	95199	250353
2755	95230	250308
2756	95263	250269
2757	95293	250223
2758	95326	250185
2759	95357	250141
2760	95391	250104
2761	95421	250058
2762	95446	249999
2763	95480	249962
2764	95509	249914
2765	95544	249880
2766	95572	249829
2767	95608	249798
2768	95637	249749
2769	95670	249711
2770	95697	249656
2771	95725	249604
2772	95755	249558
2773	95787	249516
2774	95821	249481
2775	95859	249455
2776	95894	249423
2777	95921	249367
2778	95948	249314
2779	95975	249261
2780	96007	249217
2781	96037	249173
2782	96067	249127
2783	96099	249086
2784	96131	249043
2785	96153	248977
2786	96180	248924
2787	96206	248866
2788	96232	248809
2789	96256	248749
2790	96286	248702
2791	96312	248646
2792	96341	248597
2793	96373	248556
2794	96410	248528
2795	96437	248474
2796	96468	248430
2797	96496	248380
2798	96523	248325
2799	96551	248276
2800	96584	248237
2801	96616	248197
2802	96646	248151
2803	96679	248111
2804	96713	248077
2805	96745	248035
2806	96775	247990
2807	96800	247931
2808	96825	247872
2809	96860	247839
2810	96895	247805
2811	96923	247753
2812	96955	247712
2813	96988	247676
2814	97019	247633
2815	97056	247603
2816	97080	247543
2817	97116	247513
2818	97147	247469
2819	97179	247428
2820	97217	247401
2821	97255	247376
2822	97289	247342
2823	97328	247318
2824	97363	247286
2825	97396	247247
2826	97430	247212
2827	97467	247183
2828	97509	247168
2829	97550	247150
2830	97599	247152
2831	97629	247106
2832	97665	247077
2833	97697	247036
2834	97740	247022
2835	97780	247003
2836	97817	246975
2837	97850	246937
2838	97887	246908
2839	97918	246865
2840	97949	246821
2841	97984	246789
2842	98019	246754
2843	98054	246722
2844	98091	246694
2845	98126	246662
2846	98163	246631
2847	98195	246592
2848	98227	246552
2849	98259	246510
2850	98289	246465
2851	98325	246433
2852	98368	246421
2853	98404	246389
2854	98432	246339
2855	98464	246300
2856	98506	246284
2857	98543	246256
2858	98583	246233
2859	98625	246218
2860	98661	246187
2861	98695	246151
2862	98728	246113
2863	98758	246067
2864	98785	246015
2865	98817	245976
2866	98849	245933
2867	98881	245893
2868	98911	245848
2869	98938	245794
2870	98972	245759
2871	99002	245713
2872	99041	245689
2873	99066	245633
2874	99097	245588
2875	99141	245578
2876	99170	245530
2877	99198	245480
2878	99224	245425
2879	99254	245378
2880	99288	245343
2881	99316	245293
2882	99344	245243
2883	99375	245200
2884	99409	245163
2885	99444	245130
2886	99469	245073
2887	99497	245023
2888	99528	244980
2889	99555	244928
2890	99584	244880
2891	99615	244837
2892	99643	244786
2893	99671	244735
2894	99697	244680
2895	99725	244630
2896	99752	244577
2897	99778	244522
2898	99805	244470
2899	99835	244425
2900	99864	244378
2901	99892	244326
2902	99920	244276
2903	99953	244238
2904	99984	244195
2905	100012	244145
2906	100040	244095
2907	100070	244050
2908	100100	244006
2909	100128	243956
2910	100155	243903
2911	100188	243865
2912	100243	243880
2913	100272	243833
2914	100311	243809
2915	100344	243771
2916	100380	243742
2917	100429	243743
2918	100466	243714
2919	100503	243687
2920	100545	243669
2921	100578	243633
2922	100612	243596
2923	100645	243558
2924	100677	243519
2925	100708	243475
2926	100749	243456
2927	100791	243440
2928	100826	243409
2929	100865	243384
2930	100898	243348
2931	100937	243324
2932	100972	243291
2933	101008	243259
2934	101045	243232
2935	101082	243203
2936	101116	243168
2937	101146	243122
2938	101180	243089
2939	101212	243047
2940	101243	243005
2941	101274	242963
2942	101310	242931
2943	101345	242899
2944	101389	242886
2945	101422	242850
2946	101449	242796
2947	101477	242748
2948	101506	242699
2949	101534	242649
2950	101572	242624
2951	101602	242578
2952	101630	242529
2953	101658	242479
2954	101693	242447
2955	101724	242405
2956	101755	242360
2957	101785	242315
2958	101813	242267
2959	101841	242217
2960	101868	242165
2961	101900	242124
2962	101929	242078
2963	101967	242051
2964	101993	241997
2965	102026	241960
2966	102057	241918
2967	102087	241872
2968	102118	241830
2969	102147	241784
2970	102181	241748
2971	102213	241707
2972	102241	241658
2973	102268	241606
2974	102302	241571
2975	102329	241520
2976	102366	241490
2977	102405	241466
2978	102433	241418
2979	102459	241364
2980	102491	241323
2981	102522	241281
2982	102548	241226
2983	102585	241200
2984	102616	241157
2985	102645	241111
2986	102677	241069
2987	102707	241026
2988	102736	240978
2989	102764	240928
2990	102793	240882
2991	102824	240840
2992	102853	240793
2993	102887	240757
2994	102913	240704
2995	102946	240665
2996	102976	240622
2997	103005	240576
2998	103036	240531
2999	103060	240474
3000	103096	240442
3001	103123	240392
3002	103155	240352
3003	103180	240296
3004	103207	240244
3005	103233	240191
3006	103263	240146
3007	103295	240107
3008	103323	240058
3009	103358	240025
3010	103390	239986
3011	103422	239946
3012	103451	239899
3013	103479	239849
3014	103506	239798
3015	103531	239742
3016	103562	239699
3017	103596	239666
3018	103625	239620
3019	103661	239587
3020	103686	239533
3021	103716	239488
3022	103741	239433
3023	103773	239392
3024	103802	239346
3025	103832	239302
3026	103858	239248
3027	103885	239196
3028	103912	239145
3029	103941	239099
3030	103975	239065
3031	104006	239023
3032	104036	238978
3033	104068	238939
3034	104106	238913
3035	104139	238875
3036	104171	238835
3037	104198	238784
3038	104224	238731
3039	104252	238684
3040	104282	238638
3041	104311	238591
3042	104342	238550
3043	104368	238497
3044	104398	238454
3045	104432	238419
3046	104463	238376
3047	104497	238342
3048	104559	238370
3049	104591	238331
3050	104616	238275
3051	104640	238217
3052	104666	238164
3053	104697	238122
3054	104736	238100
3055	104768	238059
3056	104793	238005
3057	104825	237965
3058	104855	237922
3059	104884	237874
3060	104916	237836
3061	104948	237795
3062	104977	237751
3063	105010	237713
3064	105041	237670
3065	105066	237616
3066	105096	237572
3067	105120	237514
3068	105150	237471
3069	105178	237422
3070	105202	237365
3071	105229	237315
3072	105259	237270
3073	105286	237220
3074	105320	237184
3075	105346	237132
3076	105373	237081
3077	105404	237040
3078	105436	237002
3079	105466	236958
3080	105493	236907
3081	105525	236867
3082	105550	236812
3083	105587	236784
3084	105613	236732
3085	105640	236680
3086	105672	236641
3087	105701	236595
3088	105733	236557
3089	105768	236523
3090	105799	236482
3091	105827	236434
3092	105858	236393
3093	105887	236346
3094	105921	236311
3095	105946	236257
3096	105982	236228
3097	106014	236189
3098	106045	236147
3099	106071	236093
3100	106095	236037
3101	106124	235992
3102	106153	235945
3103	106182	235901
3104	106209	235850
3105	106237	235801
3106	106268	235760
3107	106298	235716
3108	106328	235672
3109	106353	235618
3110	106381	235572
3111	106406	235517
3112	106432	235464
3113	106459	235413
3114	106494	235380
3115	106528	235347
3116	106559	235305
3117	106588	235260
3118	106613	235206
3119	106640	235155
3120	106669	235109
3121	106699	235066
3122	106730	235026
3123	106766	234996
3124	106796	234952
3125	106824	234905
3126	106852	234855
3127	106895	234841
3128	106930	234810
3129	106963	234773
3130	106997	234738
3131	107032	234705
3132	107065	234668
3133	107106	234649
3134	107141	234617
3135	107179	234591
3136	107213	234556
3137	107248	234524
3138	107274	234473
3139	107305	234431
3140	107337	234392
3141	107370	234356
3142	107402	234318
3143	107433	234277
3144	107521	234358
3145	107574	234366
3146	107629	234377
3147	107668	234352
3148	107704	234323
3149	107735	234282
3150	107768	234245
3151	107801	234208
3152	107854	234215
3153	107896	234197
3154	107928	234158
3155	107959	234118
3156	108002	234102
3157	108040	234076
3158	108072	234038
3159	108101	233991
3160	108137	233961
3161	108172	233927
3162	108212	233907
3163	108245	233869
3164	108287	233852
3165	108326	233829
3166	108368	233810
3167	108410	233794
3168	108456	233786
3169	108502	233776
3170	108547	233765
3171	108599	233768
3172	108636	233742
3173	108673	233714
3174	108722	233710
3175	108765	233694
3176	108855	233779
3177	108945	233865
3178	108989	233853
3179	109040	233853
3180	109156	233995
3181	109232	234050
3182	109285	234055
3183	109333	234050
3184	109375	234033
3185	109430	234043
3186	109482	234045
3187	109521	234022
3188	109560	233996
3189	109593	233960
3190	109630	233930
3191	109665	233898
3192	109715	233896
3193	109757	233878
3194	109793	233849
3195	109833	233825
3196	109876	233810
3197	109928	233813
3198	109965	233783
3199	109997	233744
3200	110037	233723
3201	110071	233686
3202	110114	233670
3203	110154	233648
3204	110193	233623
3205	110239	233614
3206	110278	233590
3207	110314	233559
3208	110363	233555
3209	110403	233531
3210	110448	233521
3211	110490	233503
3212	110532	233483
3213	110572	233461
3214	110616	233446
3215	110665	233443
3216	110706	233422
3217	110749	233407
3218	110785	233375
3219	110829	233361
