iter	RMSE
1026	8.81398127
1027	8.813929581
1028	8.813898727
1029	8.813846656
1030	8.813792792
1031	8.813731294
1032	8.813680603
1033	8.813631598
1034	8.813559071
1035	8.813518183
1036	8.813440608
1037	8.813388328
1038	8.81332155
1039	8.813245727
1040	8.813190555
1041	8.813127811
1042	8.813089879
1043	8.813027304
1044	8.812994467
1045	8.812948793
1046	8.812898551
1047	8.812831118
1048	8.81277693
1049	8.812733945
1050	8.81267932
1051	8.812621782
1052	8.812579271
1053	8.812523499
1054	8.812463436
1055	8.812421693
1056	8.812364571
1057	8.812316894
1058	8.812241775
1059	8.812202577
1060	8.812153132
1061	8.812104906
1062	8.812058591
1063	8.812002673
1064	8.811950805
1065	8.811906916
1066	8.811862855
1067	8.81180884
1068	8.811751784
1069	8.811695824
1070	8.811636621
1071	8.811587926
1072	8.811508423
1073	8.811470277
1074	8.811408797
1075	8.811362838
1076	8.811317011
1077	8.811266148
1078	8.811208859
1079	8.811157296
1080	8.811110419
1081	8.811063668
1082	8.811008231
1083	8.810961169
1084	8.810912622
1085	8.810863079
1086	8.81080075
1087	8.810738075
1088	8.810691992
1089	8.810656407
1090	8.810605958
1091	8.810558647
1092	8.810513163
1093	8.810463144
1094	8.810415662
1095	8.810382169
1096	8.810334724
1097	8.810292892
1098	8.810237436
1099	8.810180543
1100	8.810140482
1101	8.810068896
1102	8.810017716
1103	8.809978528
1104	8.809928676
1105	8.809869116
1106	8.809830741
1107	8.809790912
1108	8.809739323
1109	8.809685233
1110	8.809653192
1111	8.809608995
1112	8.809541418
1113	8.80950393
1114	8.809469553
1115	8.809424371
1116	8.809384699
1117	8.809322068
1118	8.809265908
1119	8.809219649
1120	8.80916584
1121	8.809124532
1122	8.809088671
1123	8.809045161
1124	8.808990819
1125	8.808957343
1126	8.808914603
1127	8.808856244
1128	8.808807407
1129	8.808747725
1130	8.80869324
1131	8.808638643
1132	8.808584696
1133	8.808528297
1134	8.808461893
1135	8.808396566
1136	8.808341305
1137	8.808284828
1138	8.808223382
1139	8.808171144
1140	8.808106877
1141	8.808051655
1142	8.80800086
1143	8.807943811
1144	8.807891285
1145	8.807836211
1146	8.807786988
1147	8.807735667
1148	8.807687132
1149	8.807656662
1150	8.807622626
1151	8.807575849
1152	8.807526457
1153	8.807471275
1154	8.807409586
1155	8.807373473
1156	8.807319889
1157	8.807296178
1158	8.807257648
1159	8.807205181
1160	8.807151702
1161	8.807086428
1162	8.807033296
1163	8.80697671
1164	8.806916389
1165	8.806859558
1166	8.806775171
1167	8.806730868
1168	8.806697842
1169	8.806637328
1170	8.806563691
1171	8.806501506
1172	8.806440914
1173	8.806388795
1174	8.806332238
1175	8.806277474
1176	8.806237613
1177	8.806195415
1178	8.806156954
1179	8.806104152
1180	8.806063021
1181	8.806016245
1182	8.805957309
1183	8.805906527
1184	8.805845447
1185	8.805791903
1186	8.80574742
1187	8.805703109
1188	8.805638226
1189	8.805591558
1190	8.805527002
1191	8.805479094
1192	8.805432943
1193	8.805393027
1194	8.80535073
1195	8.805292269
1196	8.805223374
1197	8.805171644
1198	8.80511437
1199	8.805075164
1200	8.805018771
1201	8.804971745
1202	8.804900303
1203	8.804846775
1204	8.804813315
1205	8.804763829
1206	8.804720829
1207	8.804663717
1208	8.804592556
1209	8.804549327
1210	8.804503241
1211	8.804453334
1212	8.804407959
1213	8.804365317
1214	8.80433094
1215	8.804267595
1216	8.804211779
1217	8.80415058
1218	8.804094533
1219	8.804043037
1220	8.80399917
1221	8.803948827
1222	8.803887178
1223	8.803841799
1224	8.803784587
1225	8.803742143
1226	8.803701358
1227	8.80363371
1228	8.803596242
1229	8.803552004
1230	8.803500765
1231	8.803464148
1232	8.803412692
1233	8.803358576
1234	8.803311844
1235	8.803262761
1236	8.803221401
1237	8.803179493
1238	8.803136185
1239	8.803096289
1240	8.803039738
1241	8.802977476
1242	8.802924354
1243	8.802861812
1244	8.802825837
1245	8.802788485
1246	8.802753367
1247	8.802708883
1248	8.802661185
1249	8.802605969
1250	8.802551735
1251	8.802495382
1252	8.802456724
1253	8.802409741
1254	8.80235879
1255	8.802306896
1256	8.802246694
1257	8.802193466
1258	8.802155674
1259	8.8020934
1260	8.802050316
1261	8.801998419
1262	8.801950425
1263	8.801890829
1264	8.801847423
1265	8.801775595
1266	8.801725664
1267	8.801684434
1268	8.801639428
1269	8.801598476
1270	8.801560293
1271	8.801513311
1272	8.801442541
1273	8.801383542
1274	8.801332631
1275	8.80127812
1276	8.801228898
1277	8.80117937
1278	8.801144073
1279	8.801100223
1280	8.801039948
1281	8.80098994
1282	8.800950327
1283	8.800898884
1284	8.800849153
1285	8.800812766
1286	8.800766327
1287	8.800722818
1288	8.800665546
1289	8.800592959
1290	8.800547852
1291	8.800498214
1292	8.800448669
1293	8.800402539
1294	8.800359089
1295	8.800301295
1296	8.80025468
1297	8.800187253
1298	8.800141725
1299	8.800094094
1300	8.800040689
1301	8.800000966
1302	8.79994592
1303	8.799906666
1304	8.79986856
1305	8.7998026
1306	8.799764573
1307	8.799707907
1308	8.799668196
1309	8.799632954
1310	8.799596041
1311	8.799542782
1312	8.799492853
1313	8.799444131
1314	8.799430209
1315	8.799361451
1316	8.799308438
1317	8.799251023
1318	8.799197142
1319	8.799163094
1320	8.799111837
1321	8.799069524
1322	8.799020783
1323	8.798966788
1324	8.798927937
1325	8.798874055
1326	8.798812182
1327	8.798748767
1328	8.798698671
1329	8.798657706
1330	8.798609669
1331	8.798546605
1332	8.798479271
1333	8.798436058
1334	8.798382814
1335	8.798327322
1336	8.798284727
1337	8.79822478
1338	8.79817574
1339	8.798133168
1340	8.798073721
1341	8.79802877
1342	8.79797589
1343	8.797906629
1344	8.797859884
1345	8.797795955
1346	8.797737698
1347	8.797689057
1348	8.797645116
1349	8.797594299
1350	8.797539806
1351	8.797469534
1352	8.797426433
1353	8.79737182
1354	8.797328722
1355	8.797269224
1356	8.797215052
1357	8.797165686
1358	8.797132034
1359	8.797103024
1360	8.797064637
1361	8.797019514
1362	8.796982332
1363	8.796935162
1364	8.796876523
1365	8.796834294
1366	8.796786023
1367	8.796733135
1368	8.796686384
1369	8.796640725
1370	8.796586685
1371	8.796542803
1372	8.79648781
1373	8.796430479
1374	8.796384848
1375	8.796349089
1376	8.796273844
1377	8.796209725
1378	8.796151298
1379	8.796085222
1380	8.796053425
1381	8.795997739
1382	8.795962815
1383	8.795925033
1384	8.79587792
1385	8.795821164
1386	8.795768456
1387	8.795721484
1388	8.795673707
1389	8.795623014
1390	8.795588267
1391	8.795541319
1392	8.795498272
1393	8.795433599
1394	8.795381562
1395	8.795343428
1396	8.795298337
1397	8.795245498
1398	8.795198464
1399	8.79513883
1400	8.795091443
1401	8.795051184
1402	8.794993759
1403	8.794942809
1404	8.794910921
1405	8.794858262
1406	8.794800935
1407	8.794754521
1408	8.794698084
1409	8.794637773
1410	8.794559627
1411	8.794502617
1412	8.794464417
1413	8.794404624
1414	8.794357518
1415	8.794325995
1416	8.794268285
1417	8.794214737
1418	8.794170687
1419	8.794124221
1420	8.794080848
1421	8.794026211
1422	8.793975864
1423	8.793922766
1424	8.793861626
1425	8.793821294
1426	8.793784555
1427	8.793729445
1428	8.793696429
1429	8.793645588
1430	8.793610322
1431	8.793555418
1432	8.79350593
1433	8.793452128
1434	8.793407016
1435	8.793365162
1436	8.793312822
1437	8.793258104
1438	8.793205477
1439	8.793145614
1440	8.793098721
1441	8.793045059
1442	8.793002708
1443	8.79293407
1444	8.792872149
1445	8.792811525
1446	8.792758285
1447	8.792699341
1448	8.792664604
1449	8.792625055
1450	8.792580821
1451	8.792529843
1452	8.792479317
1453	8.792422134
1454	8.792381051
1455	8.792332892
1456	8.792278452
1457	8.792243321
1458	8.792197773
1459	8.792142848
1460	8.792099742
1461	8.792052088
1462	8.791993188
1463	8.791946715
1464	8.791900097
1465	8.791836438
1466	8.791788385
1467	8.791744195
1468	8.79169062
1469	8.791640714
1470	8.791590312
1471	8.791549832
1472	8.791487875
1473	8.791427163
1474	8.791383937
1475	8.791335339
1476	8.791294184
1477	8.791234766
1478	8.791182634
1479	8.79113773
1480	8.791089947
1481	8.791034734
1482	8.79100044
1483	8.790947836
1484	8.790914137
1485	8.790856182
1486	8.790811897
1487	8.79074585
1488	8.790704935
1489	8.790650584
1490	8.790597275
1491	8.790544381
1492	8.790486013
1493	8.790445608
1494	8.790408055
1495	8.790358736
1496	8.79030982
1497	8.790265634
1498	8.790213385
1499	8.790162018
1500	8.790103045
1501	8.790059327
1502	8.790012413
1503	8.789968986
1504	8.789918694
1505	8.789871363
1506	8.789821093
1507	8.789772822
1508	8.789719166
1509	8.78967563
1510	8.789628132
1511	8.789588762
1512	8.789533022
1513	8.789473844
1514	8.789427749
1515	8.789387029
1516	8.789351721
1517	8.789316944
1518	8.789242617
1519	8.789187513
1520	8.789153459
1521	8.789104495
1522	8.789061443
1523	8.788990369
1524	8.788923133
1525	8.788856001
1526	8.788810871
1527	8.788773747
1528	8.788738143
1529	8.788680835
1530	8.788641543
1531	8.788608948
1532	8.788571255
1533	8.788536379
1534	8.788497676
1535	8.788442985
1536	8.788401698
1537	8.788348432
1538	8.788290502
1539	8.788245651
1540	8.788190516
1541	8.788141173
1542	8.788093048
1543	8.788042032
1544	8.787977716
1545	8.787937382
1546	8.787880252
1547	8.787831851
1548	8.787792013
1549	8.787735376
1550	8.787683484
1551	8.787628354
1552	8.787577826
1553	8.787536502
1554	8.787505777
1555	8.787470905
1556	8.787417645
1557	8.78738006
1558	8.78733754
1559	8.78730332
1560	8.787258135
1561	8.787217947
1562	8.787170163
1563	8.78711868
1564	8.787070136
1565	8.787028132
1566	8.786991195
1567	8.78694218
1568	8.786893766
1569	8.786830825
1570	8.786783048
1571	8.786742454
1572	8.786706325
1573	8.786657443
1574	8.786609429
1575	8.786563811
1576	8.786507063
1577	8.786469996
1578	8.786424927
1579	8.786359782
1580	8.786323799
1581	8.786268717
1582	8.78621539
1583	8.786153169
1584	8.786111974
1585	8.786067908
1586	8.786018937
1587	8.78596472
1588	8.785922466
1589	8.785891956
1590	8.785838892
1591	8.785794272
1592	8.785756233
1593	8.785711901
1594	8.785664362
1595	8.785634458
1596	8.785605336
1597	8.7855512
1598	8.785512885
1599	8.785463667
1600	8.785426415
1601	8.785383517
1602	8.785321126
1603	8.785276333
1604	8.78523818
1605	8.785204861
1606	8.785145517
1607	8.785098987
1608	8.785060915
1609	8.785005794
1610	8.784968649
1611	8.784929541
1612	8.784864613
1613	8.784820401
1614	8.784758744
1615	8.784711854
1616	8.784665338
1617	8.78461351
1618	8.784570035
1619	8.784530262
1620	8.784493795
1621	8.784438358
1622	8.784400152
1623	8.784363495
1624	8.784334007
1625	8.784277662
1626	8.784232611
1627	8.784193602
1628	8.784143037
1629	8.784102649
1630	8.784074217
1631	8.784038181
1632	8.784000697
1633	8.783949787
1634	8.783919973
1635	8.783881799
1636	8.783831497
1637	8.783782054
1638	8.783722675
1639	8.783674272
1640	8.78361415
1641	8.783572128
1642	8.783534936
1643	8.783488763
1644	8.783437375
1645	8.783403431
1646	8.783343035
1647	8.783298011
1648	8.78324635
1649	8.783180121
1650	8.783135181
1651	8.783070265
1652	8.783021493
1653	8.782983893
1654	8.782934281
1655	8.782891896
1656	8.782845294
1657	8.782817962
1658	8.782775293
1659	8.782724668
1660	8.782686513
1661	8.782640766
1662	8.782586728
1663	8.782545706
1664	8.782494502
