iter	RMSE
1665	8.78245256
1666	8.782426276
1667	8.782391703
1668	8.782339374
1669	8.782295758
1670	8.782268043
1671	8.78223102
1672	8.782186118
1673	8.782158913
1674	8.782122357
1675	8.782085726
1676	8.782038571
1677	8.781990808
1678	8.781928864
1679	8.781874047
1680	8.78182271
1681	8.781766163
1682	8.781718449
1683	8.781667858
1684	8.781619815
1685	8.781580528
1686	8.781544349
1687	8.781497442
1688	8.781447751
1689	8.781398917
1690	8.781347096
1691	8.781303396
1692	8.781260876
1693	8.781221742
1694	8.781182766
1695	8.781126279
1696	8.78108919
1697	8.781029099
1698	8.780994218
1699	8.780959181
1700	8.780919166
1701	8.780873356
1702	8.780829226
1703	8.780789868
1704	8.780746694
1705	8.780704169
1706	8.780663062
1707	8.78061562
1708	8.780559123
1709	8.780522067
1710	8.780476439
1711	8.780433695
1712	8.780407221
1713	8.780363632
1714	8.780312972
1715	8.780271635
1716	8.780235284
1717	8.780195676
1718	8.780156741
1719	8.780122403
1720	8.78007671
1721	8.780037327
1722	8.780001031
1723	8.779950469
1724	8.77991429
1725	8.779868072
1726	8.779833174
1727	8.779799912
1728	8.77975597
1729	8.779721096
1730	8.779673961
1731	8.779639958
1732	8.7795912
1733	8.779552814
1734	8.779497309
1735	8.779448006
1736	8.779395226
1737	8.779346449
1738	8.779314204
1739	8.779268353
1740	8.779236403
1741	8.779211611
1742	8.77918293
1743	8.77914723
1744	8.77909117
1745	8.779033034
1746	8.778988061
1747	8.778948122
1748	8.778885953
1749	8.778843972
1750	8.778817448
1751	8.778770862
1752	8.778730922
1753	8.778684561
1754	8.778646743
1755	8.778593356
1756	8.77855695
1757	8.778520918
1758	8.778486402
1759	8.778459667
1760	8.778427611
1761	8.778378341
1762	8.778333727
1763	8.778295497
1764	8.778259197
1765	8.778223757
1766	8.778175802
1767	8.778133425
1768	8.778103837
1769	8.778070241
1770	8.778023121
1771	8.77797276
1772	8.777929772
1773	8.77788838
1774	8.777840485
1775	8.777780878
1776	8.777733601
1777	8.777700531
1778	8.777655566
1779	8.777616521
1780	8.777580964
1781	8.777529083
1782	8.777485419
1783	8.77743903
1784	8.777394344
1785	8.777345267
1786	8.777297793
1787	8.777263224
1788	8.777220626
1789	8.777172837
1790	8.777128348
1791	8.77709097
1792	8.777039157
1793	8.776996578
1794	8.776959211
1795	8.776909691
1796	8.776852646
1797	8.776800827
1798	8.776765993
1799	8.776712117
1800	8.776675601
1801	8.776632197
1802	8.776591084
1803	8.776558049
1804	8.776510354
1805	8.77645207
1806	8.776401218
1807	8.776362284
1808	8.77633891
1809	8.776286023
1810	8.77626152
1811	8.776215314
1812	8.776175055
1813	8.776129821
1814	8.776086146
1815	8.776031428
1816	8.775985109
1817	8.775934617
1818	8.775897152
1819	8.775860322
1820	8.775828219
1821	8.775782175
1822	8.775736304
1823	8.775701689
1824	8.775659752
1825	8.775610503
1826	8.775573663
1827	8.775524122
1828	8.775485432
1829	8.775431667
1830	8.775387546
1831	8.775341306
1832	8.775310516
1833	8.775277768
1834	8.775236714
1835	8.775191282
1836	8.775150958
1837	8.775121921
1838	8.775091269
1839	8.775051883
1840	8.775023517
1841	8.774973258
1842	8.774927565
1843	8.774889194
1844	8.77484301
1845	8.774799243
1846	8.774756366
1847	8.774707148
1848	8.774662558
1849	8.774619523
1850	8.774578222
1851	8.774545629
1852	8.774513488
1853	8.774467514
1854	8.774424384
1855	8.774393901
1856	8.774363317
1857	8.774324977
1858	8.774290232
1859	8.774246539
1860	8.774208095
1861	8.774170378
1862	8.774118649
1863	8.774081022
1864	8.774050836
1865	8.774006133
1866	8.773959128
1867	8.773922812
1868	8.773900408
1869	8.773859762
1870	8.773823532
1871	8.773778711
1872	8.773735607
1873	8.773706683
1874	8.773667048
1875	8.773626547
1876	8.773578235
1877	8.773542485
1878	8.773497112
1879	8.773451321
1880	8.773418711
1881	8.773384213
1882	8.773330924
1883	8.773280803
1884	8.77325098
1885	8.773220412
1886	8.773182767
1887	8.77314125
1888	8.773112784
1889	8.773066906
1890	8.773027148
1891	8.772989287
1892	8.772957178
1893	8.772924979
1894	8.772885234
1895	8.772850991
1896	8.772812455
1897	8.772773352
1898	8.772721091
1899	8.772674448
1900	8.772619857
1901	8.772565079
1902	8.772528336
1903	8.772498842
1904	8.772459616
1905	8.772424708
1906	8.772382207
1907	8.772349372
1908	8.772325692
1909	8.772279664
1910	8.772237561
1911	8.772198868
1912	8.772158502
1913	8.772103705
1914	8.772064539
1915	8.772022103
1916	8.771990961
1917	8.771957639
1918	8.771904364
1919	8.771868777
1920	8.771831826
1921	8.771787375
1922	8.771731041
1923	8.771694401
1924	8.771648067
1925	8.771616757
1926	8.77157611
1927	8.771533174
1928	8.771499858
1929	8.771476199
1930	8.771433307
1931	8.771386401
1932	8.771335707
1933	8.771300425
1934	8.771277118
1935	8.771241628
1936	8.771219184
1937	8.771177572
1938	8.771133005
1939	8.771085479
1940	8.771044927
1941	8.77099277
1942	8.770969543
1943	8.770934969
1944	8.770898431
1945	8.770853208
1946	8.77081735
1947	8.7707804
1948	8.77073798
1949	8.770704962
1950	8.770671871
1951	8.77063682
1952	8.770596607
1953	8.770562257
1954	8.770524858
1955	8.770492405
1956	8.770447367
1957	8.77039493
1958	8.770351541
1959	8.770310145
1960	8.770264187
1961	8.770217455
1962	8.77017628
1963	8.770137196
1964	8.770096142
1965	8.770037961
1966	8.769987502
1967	8.76994993
1968	8.769899366
1969	8.769861251
1970	8.76982177
1971	8.769794422
1972	8.769744522
1973	8.76971266
1974	8.769664288
1975	8.769626317
1976	8.769589211
1977	8.769552299
1978	8.769519996
1979	8.769469969
1980	8.769430507
1981	8.769388262
1982	8.769346414
1983	8.769312998
1984	8.76927733
1985	8.769241499
1986	8.769206687
1987	8.769162962
1988	8.769109164
1989	8.769064704
1990	8.769040469
1991	8.768992499
1992	8.768958994
1993	8.768922948
1994	8.768886207
1995	8.768845904
1996	8.768812255
1997	8.768775482
1998	8.768736003
1999	8.768705041
2000	8.768663343
2001	8.768619951
2002	8.768586023
2003	8.768539154
2004	8.76850011
2005	8.768465113
2006	8.768426192
2007	8.768395742
2008	8.768354487
2009	8.768315283
2010	8.768283315
2011	8.768229081
2012	8.76817985
2013	8.768150489
2014	8.768098802
2015	8.768059422
2016	8.768020153
2017	8.767984434
2018	8.767933552
2019	8.767896405
2020	8.767862777
2021	8.767838968
2022	8.767800754
2023	8.767775689
2024	8.767744551
2025	8.767712311
2026	8.767685342
2027	8.76763886
2028	8.76760646
2029	8.767574003
2030	8.767541214
2031	8.767493807
2032	8.767460408
2033	8.767429146
2034	8.767370939
2035	8.767339477
2036	8.76729192
2037	8.767254768
2038	8.767216811
2039	8.767180433
2040	8.767147932
2041	8.767113312
2042	8.767078437
2043	8.767043236
2044	8.76699392
2045	8.766953619
2046	8.766908591
2047	8.766878994
2048	8.766847347
2049	8.766804272
2050	8.7667646
2051	8.766715072
2052	8.766675617
2053	8.766646126
2054	8.766607499
2055	8.766558424
2056	8.766514217
2057	8.766471871
2058	8.766424852
2059	8.766386292
2060	8.766357578
2061	8.766321188
2062	8.766281963
2063	8.766244863
2064	8.766200005
2065	8.766166081
2066	8.766130223
2067	8.766074721
2068	8.766036974
2069	8.766003268
2070	8.765956904
2071	8.765918198
2072	8.765874828
2073	8.76584126
2074	8.765804823
2075	8.765768498
2076	8.765725071
2077	8.76568014
2078	8.765647679
2079	8.765621437
2080	8.76559481
2081	8.765548109
2082	8.765510186
2083	8.765469656
2084	8.765442127
2085	8.765409153
2086	8.765377292
2087	8.765346194
2088	8.765307971
2089	8.765263322
2090	8.765234005
2091	8.765199684
2092	8.765153655
2093	8.765109347
2094	8.765055214
2095	8.765017555
2096	8.764994188
2097	8.764941622
2098	8.764912307
2099	8.764875891
2100	8.764838406
2101	8.764811663
2102	8.764767714
2103	8.764731656
2104	8.764680972
2105	8.764632162
2106	8.764601168
2107	8.76455792
2108	8.764514256
2109	8.76447607
2110	8.764436309
2111	8.764409076
2112	8.764377365
2113	8.764342755
2114	8.764314846
2115	8.764283879
2116	8.764261708
2117	8.764222946
2118	8.764192037
2119	8.764144732
2120	8.764108695
2121	8.76407854
2122	8.764036198
2123	8.763999685
2124	8.763970187
2125	8.763926553
2126	8.763886077
2127	8.763850422
2128	8.763820718
2129	8.763782965
2130	8.763735712
2131	8.763697712
2132	8.763674119
2133	8.763629004
2134	8.763594014
2135	8.76354782
2136	8.763512704
2137	8.763480999
2138	8.763447708
2139	8.763410006
2140	8.763387888
2141	8.763350409
2142	8.763313453
2143	8.763294003
2144	8.76325344
2145	8.763200422
2146	8.763177075
2147	8.76313939
2148	8.763097149
2149	8.763058254
2150	8.763034113
2151	8.762979901
2152	8.762939047
2153	8.76289329
2154	8.762870179
2155	8.762828392
2156	8.76280349
2157	8.762764341
2158	8.762733382
2159	8.762694816
2160	8.762656949
2161	8.762627213
2162	8.76259166
2163	8.762556811
2164	8.762501406
2165	8.762471148
2166	8.762439411
2167	8.762392525
2168	8.762353977
2169	8.7623277
2170	8.762282514
2171	8.762252077
2172	8.762208507
2173	8.762180503
2174	8.762141025
2175	8.762102506
2176	8.762062512
2177	8.762028564
2178	8.761996405
2179	8.761964439
2180	8.761919869
2181	8.761877919
2182	8.761848227
2183	8.761816795
2184	8.761769658
2185	8.761720867
2186	8.761675954
2187	8.761638496
2188	8.761583407
2189	8.76155275
2190	8.761519872
2191	8.761485294
2192	8.761445257
2193	8.761408126
2194	8.761378573
2195	8.761321505
2196	8.761276619
2197	8.761249393
2198	8.761216176
2199	8.7611727
2200	8.761126627
2201	8.761089533
2202	8.761055045
2203	8.761007542
2204	8.760975934
2205	8.76094562
2206	8.760907755
2207	8.760875043
2208	8.760838204
2209	8.760801155
2210	8.760755584
2211	8.760709436
2212	8.760677906
2213	8.760640002
2214	8.76060403
2215	8.760563998
2216	8.760537426
2217	8.76050148
2218	8.760464616
2219	8.760413114
2220	8.760377349
2221	8.76033752
2222	8.760292253
2223	8.760258595
2224	8.76022759
2225	8.760178694
2226	8.760146339
2227	8.760120534
2228	8.760083756
2229	8.760047658
2230	8.759992855
2231	8.759958008
2232	8.759911553
2233	8.759869129
2234	8.759820854
2235	8.759780378
2236	8.759735067
2237	8.75969966
2238	8.759662692
2239	8.759631465
2240	8.759590925
2241	8.759561074
2242	8.759506595
2243	8.759462504
2244	8.759429911
2245	8.759378366
2246	8.759344344
2247	8.759308505
2248	8.75927919
2249	8.759246887
2250	8.759211437
2251	8.759174218
2252	8.759126911
2253	8.759098928
2254	8.759067815
2255	8.759025048
2256	8.758980447
2257	8.758948269
2258	8.758915306
2259	8.758891128
2260	8.758849787
2261	8.758806563
2262	8.758778978
2263	8.75874733
2264	8.758705244
2265	8.758663549
2266	8.758622607
2267	8.75859256
2268	8.758556039
2269	8.758520692
2270	8.75848972
2271	8.758446915
2272	8.758407754
2273	8.758372457
2274	8.758339164
2275	8.758302419
2276	8.758268585
2277	8.758233605
2278	8.758199641
2279	8.758165274
2280	8.758122336
2281	8.758092345
2282	8.758053668
2283	8.758023006
2284	8.757982928
2285	8.757954558
2286	8.757927315
2287	8.757893715
2288	8.757873569
2289	8.757827319
2290	8.757792663
2291	8.757762155
2292	8.757720091
2293	8.757681404
2294	8.757646985
2295	8.757599944
2296	8.7575549
2297	8.757518758
2298	8.757482699
2299	8.757449615
2300	8.757405327
2301	8.757368034
2302	8.757326185
2303	8.757283641
2304	8.757251616
2305	8.757221567
2306	8.757189188
2307	8.757156965
2308	8.757114361
2309	8.757071016
2310	8.757036753
2311	8.756996512
2312	8.756959394
2313	8.756933947
2314	8.75690708
2315	8.756870897
2316	8.756836744
2317	8.75679114
2318	8.756761662
2319	8.756731874
2320	8.756692104
2321	8.75666191
2322	8.75662558
2323	8.756594666
2324	8.756554317
2325	8.756517363
2326	8.75647156
2327	8.756431911
2328	8.756402419
2329	8.75636625
2330	8.756319559
2331	8.756284404
2332	8.756253229
2333	8.756199531
2334	8.756161079
2335	8.756133788
2336	8.756098827
2337	8.756062418
2338	8.756027455
2339	8.755988075
2340	8.75593444
2341	8.75589422
2342	8.755853637
2343	8.755817327
2344	8.755772946
2345	8.755747389
2346	8.755694801
2347	8.755654824
2348	8.755620834
2349	8.755568991
2350	8.75553268
2351	8.755497493
2352	8.755453101
2353	8.755421779
2354	8.755388653
2355	8.755355613
2356	8.7553206
2357	8.755267253
2358	8.755226467
2359	8.755199399
2360	8.755168247
2361	8.755141048
2362	8.755106471
2363	8.755069724
2364	8.755024832
2365	8.754992884
2366	8.754969795
2367	8.754940604
2368	8.754921945
2369	8.75488058
2370	8.754831369
2371	8.754802501
2372	8.75476274
2373	8.754717146
2374	8.754689043
2375	8.754654294
2376	8.754625969
2377	8.754588411
2378	8.754540441
2379	8.754508865
2380	8.754472017
2381	8.754428396
2382	8.754400471
2383	8.754353944
2384	8.754315304
2385	8.754282781
2386	8.754251731
2387	8.754224185
2388	8.754189657
2389	8.754149285
2390	8.754105025
2391	8.754075104
2392	8.754044132
2393	8.754017727
2394	8.753981776
2395	8.753943015
2396	8.753907294
2397	8.753879026
2398	8.753849408
2399	8.753811537
2400	8.753770568
2401	8.75373942
2402	8.753696972
2403	8.753658936
2404	8.753623526
2405	8.753594364
2406	8.753563127
2407	8.753523603
2408	8.753487526
2409	8.753456034
2410	8.753426629
2411	8.753397994
2412	8.75337075
2413	8.753333475
2414	8.753304633
2415	8.753272533
2416	8.753241141
2417	8.75320787
2418	8.753167732
2419	8.753128239
2420	8.753086485
2421	8.75304126
2422	8.753008053
2423	8.752975713
2424	8.75293009
2425	8.752902413
2426	8.752873012
2427	8.752835857
2428	8.752795337
2429	8.752756061
2430	8.752716534
2431	8.752669521
2432	8.752627065
2433	8.752598286
2434	8.752575227
2435	8.7525256
2436	8.752486233
2437	8.752441268
2438	8.752399615
2439	8.75236171
2440	8.752326101
2441	8.752302213
2442	8.752263963
2443	8.752233125
2444	8.752198259
2445	8.752164851
2446	8.752130219
2447	8.752092428
2448	8.752049574
2449	8.75201482
2450	8.751984036
2451	8.75194071
2452	8.751898332
2453	8.751864481
2454	8.751831642
2455	8.751789784
2456	8.751746102
2457	8.751704988
2458	8.751665453
2459	8.751618514
2460	8.751587932
2461	8.751561713
2462	8.751528703
2463	8.751507713
2464	8.75147335
2465	8.75144436
2466	8.751402477
2467	8.751368469
2468	8.751329523
2469	8.751279762
2470	8.751251487
2471	8.751218239
2472	8.751186682
2473	8.751143832
2474	8.751116409
2475	8.751086038
2476	8.751043241
2477	8.751024084
2478	8.750985093
2479	8.750934927
2480	8.75090879
2481	8.750870986
2482	8.750831946
2483	8.750793469
2484	8.750762206
2485	8.750723229
2486	8.750683169
2487	8.750648384
2488	8.75061563
2489	8.750579399
2490	8.750541388
2491	8.750498311
2492	8.750464508
2493	8.750428983
2494	8.750391841
2495	8.750357553
2496	8.75032211
2497	8.750294056
2498	8.750252077
2499	8.750217365
2500	8.750176588
2501	8.750148671
2502	8.750119643
2503	8.750090382
2504	8.750045174
2505	8.750004148
2506	8.749966085
2507	8.74993865
2508	8.749894246
2509	8.74986448
2510	8.749832441
2511	8.749799622
2512	8.749756388
2513	8.749723019
2514	8.749691377
2515	8.749647919
2516	8.749615653
2517	8.749564574
2518	8.74952598
2519	8.749497151
2520	8.749465013
2521	8.749435631
2522	8.749388502
2523	8.749352864
2524	8.749318749
2525	8.749289017
2526	8.749249626
2527	8.749207005
2528	8.749189835
2529	8.749151243
2530	8.749117696
2531	8.749094703
2532	8.74905706
2533	8.749031183
2534	8.749001306
2535	8.748974909
2536	8.748942894
2537	8.748903584
2538	8.748866834
2539	8.748829217
2540	8.74879865
2541	8.748762005
2542	8.748724064
2543	8.748684465
2544	8.748647734
2545	8.748613561
2546	8.748579415
2547	8.748535001
2548	8.748499501
2549	8.74846002
2550	8.748416151
2551	8.748378979
2552	8.748334511
2553	8.748306223
2554	8.748257624
2555	8.748225266
2556	8.748191786
2557	8.748152128
2558	8.748131036
2559	8.748110385
2560	8.748079737
2561	8.74804224
2562	8.748010806
2563	8.747967295
2564	8.747934449
2565	8.747892768
2566	8.747856947
2567	8.747832555
2568	8.747805538
2569	8.747767445
2570	8.747739878
2571	8.747710899
2572	8.747669907
2573	8.747630875
2574	8.747580319
2575	8.747546058
2576	8.747520042
2577	8.747488575
2578	8.747462986
2579	8.747430293
2580	8.747399234
2581	8.747371394
2582	8.747341889
2583	8.747316039
2584	8.747284666
2585	8.747248668
2586	8.747202737
2587	8.747178341
2588	8.747147822
2589	8.747120495
2590	8.747097136
2591	8.747069202
2592	8.747029798
2593	8.746999197
2594	8.746977963
2595	8.746944871
2596	8.746901391
2597	8.746868489
2598	8.74683583
2599	8.746806342
2600	8.746760737
2601	8.746727018
2602	8.746684679
2603	8.74664284
2604	8.746608143
2605	8.746574097
2606	8.746536783
2607	8.746507821
2608	8.746477966
2609	8.746457005
2610	8.746427202
2611	8.746394539
2612	8.74636032
2613	8.746316493
2614	8.746283652
2615	8.746250705
2616	8.746221986
2617	8.746185626
2618	8.746158544
2619	8.746126566
2620	8.746093469
2621	8.746060613
2622	8.74601897
2623	8.745980444
2624	8.74593665
2625	8.745896521
2626	8.745863305
2627	8.745827462
2628	8.745785011
2629	8.745755451
2630	8.745728393
2631	8.745692152
2632	8.745653912
2633	8.745623977
2634	8.745593555
2635	8.745564293
2636	8.745533843
2637	8.745506337
2638	8.745472128
2639	8.745435287
2640	8.745397261
2641	8.745363224
2642	8.745327254
2643	8.745286444
2644	8.745259049
2645	8.745218442
2646	8.745188371
2647	8.745156054
2648	8.745125835
2649	8.745102474
2650	8.745074224
2651	8.745040953
2652	8.745006609
2653	8.744978114
2654	8.744941367
2655	8.744914203
2656	8.744884005
2657	8.744852527
2658	8.744812186
2659	8.744775143
2660	8.744736213
2661	8.744705548
2662	8.744684156
2663	8.744632206
2664	8.744599978
2665	8.74455614
2666	8.744512716
2667	8.744480104
2668	8.744448193
2669	8.744418845
2670	8.7443933
2671	8.744356799
2672	8.744331891
2673	8.744298475
2674	8.744268895
2675	8.744240949
2676	8.744214688
2677	8.744173664
2678	8.744151183
2679	8.744112164
2680	8.744079221
2681	8.744041787
2682	8.744005847
2683	8.743948116
2684	8.743917249
2685	8.743883724
2686	8.74384469
2687	8.74381232
2688	8.743771943
2689	8.743745775
2690	8.743697073
2691	8.743659605
2692	8.743637781
2693	8.743599208
2694	8.743563675
2695	8.743535184
2696	8.743509266
2697	8.743468524
2698	8.743426916
2699	8.743401918
2700	8.743377715
2701	8.743347035
2702	8.74330686
2703	8.743277037
2704	8.743235573
2705	8.743205214
2706	8.743169111
2707	8.743131049
2708	8.743105275
2709	8.743062519
2710	8.743035234
2711	8.742996073
2712	8.742972342
2713	8.742940724
2714	8.742897936
2715	8.742867855
2716	8.742839492
2717	8.742817131
2718	8.742780197
2719	8.742731784
2720	8.742700042
2721	8.742654107
2722	8.742628995
2723	8.742594838
2724	8.742557838
2725	8.742522076
2726	8.742480296
2727	8.742452227
2728	8.742411689
2729	8.742372024
2730	8.74233716
2731	8.7423059
2732	8.742261036
2733	8.742217477
2734	8.742178806
2735	8.74214715
2736	8.742120653
2737	8.742088178
2738	8.742051907
2739	8.742002837
2740	8.741961833
2741	8.741933118
2742	8.74190024
2743	8.741870209
2744	8.741840164
2745	8.741823539
2746	8.741791906
2747	8.741770086
2748	8.741749325
2749	8.741722594
2750	8.741689916
2751	8.74165603
2752	8.741632399
2753	8.741595825
2754	8.74156793
2755	8.741533095
2756	8.741499165
2757	8.741472754
2758	8.741436891
2759	8.741403386
2760	8.741360796
2761	8.741319071
2762	8.741299915
2763	8.741266014
2764	8.741237531
2765	8.741203022
2766	8.741160972
2767	8.741119996
2768	8.741081674
2769	8.741044281
2770	8.741014363
2771	8.740981597
2772	8.740936882
2773	8.740904934
2774	8.740879841
2775	8.74084728
2776	8.740810058
2777	8.740790546
2778	8.740753638
2779	8.740724656
2780	8.740692908
2781	8.740662153
2782	8.740629206
2783	8.74059727
2784	8.740556091
2785	8.740536502
2786	8.740508807
2787	8.740484144
2788	8.740445199
2789	8.740421417
2790	8.740393777
2791	8.740368798
2792	8.740343092
2793	8.740300224
2794	8.740256379
2795	8.740225708
2796	8.740194353
2797	8.740155614
2798	8.740118365
2799	8.740087145
2800	8.740049767
2801	8.740011763
2802	8.739985503
2803	8.739939834
2804	8.739901975
2805	8.739872119
2806	8.739846497
2807	8.739825406
2808	8.739796352
2809	8.739755096
2810	8.739728163
2811	8.739694956
2812	8.739649788
2813	8.739607913
2814	8.73957976
2815	8.739551778
2816	8.739535732
2817	8.739504451
2818	8.739473074
2819	8.739428034
2820	8.739390966
2821	8.739343183
2822	8.739312708
2823	8.739271605
2824	8.739244107
2825	8.739213996
2826	8.739175874
2827	8.739124018
2828	8.739092331
2829	8.739052673
2830	8.739012711
2831	8.73898524
2832	8.738950597
2833	8.73891155
2834	8.73886697
2835	8.738835911
2836	8.738797082
2837	8.738759654
2838	8.738724754
2839	8.738695056
2840	8.738660229
2841	8.738626662
2842	8.738578785
2843	8.738558182
2844	8.738513643
2845	8.73848387
2846	8.738451876
2847	8.738414914
2848	8.738388941
2849	8.73835689
2850	8.738319643
2851	8.73828563
2852	8.738252213
2853	8.738225601
2854	8.738199899
2855	8.738178339
2856	8.738147451
2857	8.738120428
2858	8.738086393
2859	8.738048327
2860	8.738015263
2861	8.737987791
2862	8.737949637
2863	8.737923443
2864	8.737903116
2865	8.737865426
2866	8.737837806
2867	8.737787219
2868	8.737746314
2869	8.737720273
2870	8.737685873
2871	8.737649448
2872	8.737607493
2873	8.737581811
2874	8.737550008
2875	8.737515651
2876	8.737473102
2877	8.737446855
2878	8.73740266
2879	8.737376507
2880	8.737333154
2881	8.737300835
2882	8.737266198
2883	8.737229329
2884	8.737189284
2885	8.737143334
2886	8.73712191
2887	8.737079225
2888	8.737041895
2889	8.7369994
2890	8.736961207
2891	8.736938362
2892	8.736920813
2893	8.736886053
2894	8.736849517
2895	8.736815296
2896	8.736787323
2897	8.736760094
2898	8.736720007
2899	8.736684989
2900	8.736647224
2901	8.736620336
2902	8.736571985
2903	8.736528363
2904	8.736489426
2905	8.73645933
2906	8.736421396
2907	8.736379518
2908	8.736353197
2909	8.736321294
2910	8.736294477
2911	8.736257374
2912	8.736215801
2913	8.736186267
2914	8.736130086
2915	8.736099224
2916	8.736067786
2917	8.736026538
2918	8.735984983
2919	8.735937378
2920	8.735896562
2921	8.735872657
2922	8.735835131
2923	8.735805292
2924	8.735776821
2925	8.73575694
2926	8.735726173
2927	8.735693785
2928	8.735662254
2929	8.735632202
2930	8.73560117
2931	8.735570245
2932	8.735530515
2933	8.735498017
2934	8.735461417
2935	8.735425906
2936	8.7353858
2937	8.735354173
2938	8.73531711
2939	8.735286969
2940	8.735258196
2941	8.735221132
2942	8.735179512
2943	8.7351393
2944	8.735103587
2945	8.735063562
2946	8.735021043
2947	8.73499372
2948	8.734955724
2949	8.734925647
2950	8.734882742
2951	8.734837737
2952	8.734806233
2953	8.734772858
2954	8.73473658
2955	8.734695568
2956	8.734669364
2957	8.734633719
2958	8.734592726
2959	8.734549015
2960	8.734517817
2961	8.734477421
2962	8.734443018
2963	8.734403517
2964	8.734377149
2965	8.734331393
2966	8.73429117
2967	8.734252364
2968	8.734216493
2969	8.734188863
2970	8.73415325
2971	8.734116921
2972	8.734084292
2973	8.734045698
2974	8.734009833
2975	8.733972167
2976	8.733932437
2977	8.733894328
2978	8.733856692
2979	8.733832592
2980	8.733791868
2981	8.733757906
2982	8.73372759
2983	8.733701791
2984	8.733667531
2985	8.73363404
2986	8.733602281
2987	8.73356343
2988	8.73353551
2989	8.73350538
2990	8.733476697
2991	8.733432362
2992	8.733395618
2993	8.733362103
2994	8.733327115
2995	8.733295088
2996	8.733270429
2997	8.733234625
2998	8.733193796
2999	8.733175658
3000	8.733141532
3001	8.733105358
3002	8.733065253
3003	8.733032141
3004	8.732998873
3005	8.732969134
3006	8.732920687
3007	8.732882078
3008	8.732845798
3009	8.73280699
3010	8.73277028
3011	8.732734007
3012	8.732693973
3013	8.732666743
3014	8.732626072
3015	8.732600321
3016	8.732561947
3017	8.73252699
3018	8.732496885
3019	8.732465196
3020	8.732433605
3021	8.732405523
3022	8.732370584
3023	8.732333906
3024	8.73230681
3025	8.732274476
3026	8.732251976
3027	8.732215613
3028	8.732184205
3029	8.732151402
3030	8.732116078
3031	8.732079739
3032	8.732048274
3033	8.732007051
3034	8.731976668
3035	8.731944732
3036	8.731906597
3037	8.731878866
3038	8.731843314
3039	8.731811386
3040	8.731780236
3041	8.731752354
3042	8.73171193
3043	8.731687664
3044	8.731645624
3045	8.731613562
3046	8.731576975
3047	8.731547074
3048	8.73150855
3049	8.731474868
3050	8.731440568
3051	8.731417006
3052	8.731371591
3053	8.731333692
3054	8.731305131
3055	8.731269576
3056	8.731245422
3057	8.731212821
3058	8.731181972
3059	8.731148055
3060	8.731115294
3061	8.731082148
3062	8.73105312
3063	8.731013276
3064	8.730970482
3065	8.730943513
3066	8.730905649
3067	8.730875755
3068	8.730844941
3069	8.73081396
3070	8.730793788
3071	8.730770439
3072	8.730734119
3073	8.730703126
3074	8.730667083
3075	8.730631443
3076	8.730600223
3077	8.73056286
3078	8.730508526
3079	8.730471507
3080	8.73044176
3081	8.730406869
3082	8.730382903
3083	8.730354064
3084	8.730317101
3085	8.7302954
3086	8.730258667
3087	8.730223685
3088	8.73018457
3089	8.73015147
3090	8.730106038
3091	8.730077913
3092	8.730044657
3093	8.730019551
3094	8.729986218
3095	8.729967157
3096	8.72993294
3097	8.729897488
3098	8.729854541
3099	8.729820912
3100	8.729793648
3101	8.729761358
3102	8.729720001
3103	8.729686366
3104	8.729652404
3105	8.729622472
3106	8.729591066
3107	8.729557293
3108	8.729529153
3109	8.729501139
3110	8.729474249
3111	8.729452061
3112	8.729427652
3113	8.729398414
3114	8.72937125
3115	8.729331407
3116	8.729283434
3117	8.729257897
3118	8.729233401
3119	8.729194305
3120	8.729163249
3121	8.729122983
3122	8.72909102
3123	8.729055281
3124	8.729022225
3125	8.728979092
3126	8.728938761
3127	8.728896622
3128	8.728864604
3129	8.728842064
3130	8.728815255
3131	8.728780307
3132	8.728752324
3133	8.728721077
3134	8.728685989
3135	8.728654764
3136	8.728631031
3137	8.728596167
3138	8.72857964
3139	8.728550679
3140	8.728513938
3141	8.728481059
3142	8.728457187
3143	8.728423252
3144	8.728394045
3145	8.728358181
3146	8.728325689
3147	8.728286175
3148	8.728247532
3149	8.728209556
3150	8.728174526
3151	8.728130546
3152	8.728099429
3153	8.728056536
3154	8.728030813
3155	8.728001739
3156	8.727959849
3157	8.727923303
3158	8.727896218
3159	8.72786838
3160	8.727832762
3161	8.72781011
3162	8.727777587
3163	8.727750711
3164	8.727713835
3165	8.727679668
3166	8.72762917
3167	8.727596808
3168	8.727554857
3169	8.727509629
3170	8.727474562
3171	8.727443166
3172	8.727410868
3173	8.727371861
3174	8.727332408
3175	8.727290332
3176	8.727265178
3177	8.72723217
3178	8.727203921
3179	8.727176181
3180	8.727145857
3181	8.727117623
3182	8.727083506
3183	8.72705271
3184	8.727023975
3185	8.726988448
3186	8.726955716
3187	8.72693188
3188	8.726902455
3189	8.726876332
3190	8.726839532
3191	8.726817956
3192	8.72678937
3193	8.726754667
3194	8.726722281
3195	8.726685939
3196	8.726644675
3197	8.726609359
3198	8.726579752
3199	8.72655428
3200	8.726517915
3201	8.726487471
3202	8.726453068
3203	8.726426478
3204	8.726395042
3205	8.726357769
3206	8.726331233
3207	8.726304164
3208	8.726276546
3209	8.726255591
3210	8.72621379
3211	8.726181472
3212	8.726142521
3213	8.726114478
3214	8.726081336
3215	8.726052973
3216	8.726003199
3217	8.725968478
3218	8.725936604
